"gene","cellType.target","mean.target","cellType","mean","ratio","rank_ratio","anno_ratio"
"NORAD","Human_Endo NOSTRIN",1.03720439648233,"Human_VIP NDNF",0.716387650908764,1.44782562229625,23,"Human_Endo NOSTRIN/Human_VIP NDNF: 1.448"
"RPS19","Human_Endo NOSTRIN",1.05017123570884,"Human_Oligo_3 OPALIN",0.725746517340655,1.44702208087332,24,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.447"
"TMSB10","Human_Endo NOSTRIN",1.14922763364833,"Human_Oligo_3 OPALIN",0.794560524093913,1.4463689030598,25,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.446"
"ACTG1","Human_Endo NOSTRIN",1.14630851728732,"Human_Oligo_3 OPALIN",0.793865533164612,1.44395803747488,26,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.444"
"RPL35","Human_Endo NOSTRIN",0.815431042854146,"Human_Oligo_3 OPALIN",0.567137001077662,1.4378025791029,27,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.438"
"RPL15","Human_Endo NOSTRIN",0.986168348620195,"Human_Oligo_3 OPALIN",0.688196476730788,1.4329750034538,28,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.433"
"RPL36","Human_Endo NOSTRIN",0.847953941161162,"Human_Oligo_3 OPALIN",0.592236119624906,1.43178356243827,29,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.432"
"RPS6","Human_Endo NOSTRIN",0.751922208629595,"Human_Oligo_3 OPALIN",0.533244565226387,1.41008883664922,30,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.41"
"RPS9","Human_Endo NOSTRIN",0.826502434350135,"Human_Oligo_3 OPALIN",0.586638921660659,1.40887759716057,31,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.409"
"RPL19","Human_Endo NOSTRIN",0.776592340726664,"Human_Oligo_3 OPALIN",0.551677705778906,1.40769208650584,32,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.408"
"RPS27","Human_Endo NOSTRIN",0.889986719001489,"Human_Oligo_3 OPALIN",0.634650425799555,1.4023258833873,33,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.402"
"RPS18","Human_Endo NOSTRIN",0.99316604748871,"Human_Oligo_3 OPALIN",0.710392334184816,1.39805287824281,34,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.398"
"BSG","Human_Endo NOSTRIN",1.01893969133306,"Human_OPC_1 PDGFRA",0.729353143126108,1.39704572597815,35,"Human_Endo NOSTRIN/Human_OPC_1 PDGFRA: 1.397"
"RPL10","Human_Endo NOSTRIN",0.822100281174769,"Human_Oligo_3 OPALIN",0.589914727352272,1.3935917227641,36,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.394"
"RPL3","Human_Endo NOSTRIN",1.09541502053621,"Human_Oligo_3 OPALIN",0.788560138354394,1.38913313932173,37,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.389"
"RPL32","Human_Endo NOSTRIN",0.793595695014871,"Human_RXFP2 RSPO2",0.577028768851374,1.37531391475436,38,"Human_Endo NOSTRIN/Human_RXFP2 RSPO2: 1.375"
"MAP1A","Human_Endo NOSTRIN",0.994023802775743,"Human_Oligo_3 OPALIN",0.726221909457593,1.36876041583236,39,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.369"
"RPS8","Human_Endo NOSTRIN",0.754306173596914,"Human_LAMP5 BDNF",0.554058562555974,1.3614195765104,40,"Human_Endo NOSTRIN/Human_LAMP5 BDNF: 1.361"
"RPL13A","Human_Endo NOSTRIN",1.05112485440019,"Human_Oligo_3 OPALIN",0.772911706918403,1.35995462999392,41,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.36"
"IFITM3","Human_Endo NOSTRIN",0.808956706394449,"Human_OPC_1 PDGFRA",0.596702624656106,1.35571166099809,42,"Human_Endo NOSTRIN/Human_OPC_1 PDGFRA: 1.356"
"AC105402.3","Human_Endo NOSTRIN",1.02803617550288,"Human_Oligo_3 OPALIN",0.762559336675033,1.34813925429777,43,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.348"
"TMBIM6","Human_Endo NOSTRIN",0.877074058751294,"Human_HGF C11orf87",0.652309149925996,1.34456807611973,44,"Human_Endo NOSTRIN/Human_HGF C11orf87: 1.345"
"AES","Human_Endo NOSTRIN",0.79642887279388,"Human_TFAP2C",0.59772215794906,1.33243993417717,45,"Human_Endo NOSTRIN/Human_TFAP2C: 1.332"
"TUBA1B","Human_Endo NOSTRIN",0.926396709364929,"Human_SATB2 ST8SIA2",0.695859311993261,1.33129886084488,46,"Human_Endo NOSTRIN/Human_SATB2 ST8SIA2: 1.331"
"RPL28","Human_Endo NOSTRIN",1.13352190761752,"Human_Oligo_3 OPALIN",0.852847310207209,1.32910298719488,47,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.329"
"GAPDH","Human_Endo NOSTRIN",1.17349351607484,"Human_Oligo_3 OPALIN",0.884236048466204,1.32712697939694,48,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.327"
"HNRNPK","Human_Endo NOSTRIN",0.792678629069892,"Human_Oligo_3 OPALIN",0.598033465438493,1.32547537032678,49,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.325"
"CALM3","Human_Endo NOSTRIN",0.949210814746839,"Human_PVALB ADAMTS5",0.733147701591535,1.29470611813454,50,"Human_Endo NOSTRIN/Human_PVALB ADAMTS5: 1.295"
"HSP90AB1","Human_Endo NOSTRIN",1.18445282326612,"Human_PVALB ADAMTS5",0.915871635342279,1.29325199903529,51,"Human_Endo NOSTRIN/Human_PVALB ADAMTS5: 1.293"
"MT-CYB","Human_Endo NOSTRIN",1.36279374454867,"Human_Oligo_3 OPALIN",1.06309444839235,1.28191220131902,52,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.282"
"RPLP1","Human_Endo NOSTRIN",1.17139783024034,"Human_Oligo_3 OPALIN",0.91532303172942,1.27976439970826,53,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.28"
"RPS15","Human_Endo NOSTRIN",0.995986555035803,"Human_Oligo_3 OPALIN",0.779120949438946,1.27834652084894,54,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.278"
"RPL37","Human_Endo NOSTRIN",0.778863714371626,"Human_SATB2 ST8SIA2",0.611375372859779,1.27395336637196,55,"Human_Endo NOSTRIN/Human_SATB2 ST8SIA2: 1.274"
"ENO1","Human_Endo NOSTRIN",0.815222894187468,"Human_Astro_2 FGFR3",0.649440378669582,1.2552697999122,56,"Human_Endo NOSTRIN/Human_Astro_2 FGFR3: 1.255"
"EPAS1","Human_Endo NOSTRIN",1.02496747302251,"Human_Astro_1 FGFR3",0.817691003466182,1.25348997197926,57,"Human_Endo NOSTRIN/Human_Astro_1 FGFR3: 1.253"
"RPS14","Human_Endo NOSTRIN",1.04205128558631,"Human_OPC_1 PDGFRA",0.833788532462224,1.24977886480289,58,"Human_Endo NOSTRIN/Human_OPC_1 PDGFRA: 1.25"
"RPL18","Human_Endo NOSTRIN",1.05339329339806,"Human_OPC_1 PDGFRA",0.846511382246495,1.24439353739407,59,"Human_Endo NOSTRIN/Human_OPC_1 PDGFRA: 1.244"
"MT-ND3","Human_Endo NOSTRIN",1.32359120167498,"Human_Oligo_3 OPALIN",1.06676788417839,1.24074901513781,60,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.241"
"EIF4A2","Human_Endo NOSTRIN",0.824881201740418,"Human_STRIP2",0.667409652317091,1.23594436921405,61,"Human_Endo NOSTRIN/Human_STRIP2: 1.236"
"PRKAR1A","Human_Endo NOSTRIN",0.954288883203859,"Human_PRKCD",0.772330585445875,1.23559638992277,62,"Human_Endo NOSTRIN/Human_PRKCD: 1.236"
"RPL13","Human_Endo NOSTRIN",1.31260256927997,"Human_Oligo_3 OPALIN",1.06957180423279,1.22722248668617,63,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.227"
"MT-ND2","Human_Endo NOSTRIN",1.38258495103273,"Human_Oligo_3 OPALIN",1.12749869140806,1.22624084761119,64,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.226"
"MT-ND1","Human_Endo NOSTRIN",1.41633918725544,"Human_Oligo_3 OPALIN",1.15817916080429,1.22290163317381,65,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.223"
"FAM107A","Human_Endo NOSTRIN",1.41248076889482,"Human_Astro_1 FGFR3",1.16361516751484,1.21387277196762,66,"Human_Endo NOSTRIN/Human_Astro_1 FGFR3: 1.214"
"ACTB","Human_Endo NOSTRIN",1.38319656261528,"Human_OPC_1 PDGFRA",1.14042576848703,1.21287733128858,67,"Human_Endo NOSTRIN/Human_OPC_1 PDGFRA: 1.213"
"SELENOW","Human_Endo NOSTRIN",1.05327980473042,"Human_Oligo_3 OPALIN",0.874155656818334,1.20491104360526,68,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.205"
"RPL34","Human_Endo NOSTRIN",0.825329641955848,"Human_RXFP2 RSPO2",0.686744203508455,1.2018006671762,69,"Human_Endo NOSTRIN/Human_RXFP2 RSPO2: 1.202"
"TMSB4X","Human_Endo NOSTRIN",1.14142702395555,"Human_LAMP5 COL14A1",0.950335320539243,1.2010781871265,70,"Human_Endo NOSTRIN/Human_LAMP5 COL14A1: 1.201"
"MORF4L1","Human_Endo NOSTRIN",0.891052804503431,"Human_STRIP2",0.743331865028028,1.19872811381473,71,"Human_Endo NOSTRIN/Human_STRIP2: 1.199"
"NUCKS1","Human_Endo NOSTRIN",1.26481300347736,"Human_Oligo_3 OPALIN",1.07562393233309,1.17588774799191,72,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.176"
"CST3","Human_Endo NOSTRIN",1.49756621918936,"Human_Oligo_3 OPALIN",1.27708451896207,1.17264456420354,73,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.173"
"KIF5B","Human_Endo NOSTRIN",0.841128682464747,"Human_OPC_1 PDGFRA",0.71816890081569,1.17121290201985,74,"Human_Endo NOSTRIN/Human_OPC_1 PDGFRA: 1.171"
"CKB","Human_Endo NOSTRIN",1.26008244306535,"Human_Astro_2 FGFR3",1.08051020771242,1.16619207673485,75,"Human_Endo NOSTRIN/Human_Astro_2 FGFR3: 1.166"
"PEBP1","Human_Endo NOSTRIN",1.25959184845549,"Human_Oligo_3 OPALIN",1.08174663423657,1.16440560903102,76,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.164"
"MT-ND4","Human_Endo NOSTRIN",1.44020514177384,"Human_Oligo_3 OPALIN",1.23981206101552,1.16163182070852,77,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.162"
"MT2A","Human_Endo NOSTRIN",1.34251998376039,"Human_Astro_1 FGFR3",1.15784978339329,1.15949409242526,78,"Human_Endo NOSTRIN/Human_Astro_1 FGFR3: 1.159"
"MT-ATP6","Human_Endo NOSTRIN",1.48375504734561,"Human_Oligo_3 OPALIN",1.28793814838481,1.15203905498596,79,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.152"
"IDS","Human_Endo NOSTRIN",1.30590306352464,"Human_PVALB ADAMTS5",1.1476896496567,1.13785383000993,80,"Human_Endo NOSTRIN/Human_PVALB ADAMTS5: 1.138"
"YWHAE","Human_Endo NOSTRIN",1.00083320452121,"Human_OPC_1 PDGFRA",0.88218450833055,1.13449419602163,81,"Human_Endo NOSTRIN/Human_OPC_1 PDGFRA: 1.134"
"JUND","Human_Endo NOSTRIN",0.838201036995796,"Human_OPC_1 PDGFRA",0.744134319178349,1.12641093871509,82,"Human_Endo NOSTRIN/Human_OPC_1 PDGFRA: 1.126"
"CAMK2N1","Human_Endo NOSTRIN",1.1276931052512,"Human_Oligo_3 OPALIN",1.00303502223877,1.12428088775424,83,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.124"
"NDRG2","Human_Endo NOSTRIN",1.40342282376025,"Human_Oligo_3 OPALIN",1.25580535596022,1.11754804763287,84,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.118"
"APOE","Human_Endo NOSTRIN",1.43345972237232,"Human_Astro_2 FGFR3",1.28349033318597,1.11684496977401,85,"Human_Endo NOSTRIN/Human_Astro_2 FGFR3: 1.117"
"YWHAB","Human_Endo NOSTRIN",0.987371019718903,"Human_SATB2 ST8SIA2",0.885724686233158,1.11476064184011,86,"Human_Endo NOSTRIN/Human_SATB2 ST8SIA2: 1.115"
"TXNIP","Human_Endo NOSTRIN",1.10320041044091,"Human_OPC_1 PDGFRA",0.992577294086636,1.11145037974707,87,"Human_Endo NOSTRIN/Human_OPC_1 PDGFRA: 1.111"
"MT-CO1","Human_Endo NOSTRIN",1.64355199237145,"Human_Oligo_3 OPALIN",1.47981165244872,1.11064944626688,88,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.111"
"PKM","Human_Endo NOSTRIN",0.849152928899392,"Human_TFAP2C",0.771039401733992,1.10130938443578,89,"Human_Endo NOSTRIN/Human_TFAP2C: 1.101"
"MT-CO3","Human_Endo NOSTRIN",1.68548335605922,"Human_Oligo_3 OPALIN",1.53289578534974,1.09954203812666,90,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.1"
"MT-CO2","Human_Endo NOSTRIN",1.51263151170114,"Human_Oligo_3 OPALIN",1.3814218501202,1.09498160288222,91,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.095"
"RAC1","Human_Endo NOSTRIN",0.954416346122226,"Human_Micro CTSS",0.876671336257492,1.08868204839071,92,"Human_Endo NOSTRIN/Human_Micro CTSS: 1.089"
"GNB1","Human_Endo NOSTRIN",1.247565149924,"Human_SATB2 ST8SIA2",1.14801787859516,1.08671230055289,93,"Human_Endo NOSTRIN/Human_SATB2 ST8SIA2: 1.087"
"PTMA","Human_Endo NOSTRIN",1.18067874756849,"Human_Oligo_2 OPALIN",1.09298305175997,1.08023518358067,94,"Human_Endo NOSTRIN/Human_Oligo_2 OPALIN: 1.08"
"FP671120.1","Human_Endo NOSTRIN",1.25029082956889,"Human_Micro CTSS",1.16196869981151,1.07601076498163,95,"Human_Endo NOSTRIN/Human_Micro CTSS: 1.076"
"FTL","Human_Endo NOSTRIN",1.43979607091509,"Human_Oligo_3 OPALIN",1.34039259012115,1.07415997486599,96,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.074"
"CALM1","Human_Endo NOSTRIN",1.53711309190181,"Human_Oligo_3 OPALIN",1.43480678830903,1.07130319177911,97,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.071"
"PTGDS","Human_Endo NOSTRIN",1.01668550255847,"Human_Oligo_3 OPALIN",0.957500363631982,1.06181213206227,98,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.062"
"MT3","Human_Endo NOSTRIN",1.43924327112207,"Human_Oligo_3 OPALIN",1.35656667185546,1.06094547432271,99,"Human_Endo NOSTRIN/Human_Oligo_3 OPALIN: 1.061"
"UBC","Human_Endo NOSTRIN",1.03386440352404,"Human_Astro_3 FGFR3",0.976052945937601,1.05922983771224,100,"Human_Endo NOSTRIN/Human_Astro_3 FGFR3: 1.059"
"AL590079.1","Human_LAMP5 ABO",0.501689706067663,"Human_SOX11 EBF2",0.241447121528498,2.07784504901811,1,"Human_LAMP5 ABO/Human_SOX11 EBF2: 2.078"
"PLEKHG4B","Human_LAMP5 ABO",0.455131252868463,"Human_VGLL3 CNGB1",0.224404507672443,2.02817339807097,2,"Human_LAMP5 ABO/Human_VGLL3 CNGB1: 2.028"
"BTNL9","Human_LAMP5 ABO",0.58969819968988,"Human_Endo NOSTRIN",0.373722501600445,1.57790391845429,3,"Human_LAMP5 ABO/Human_Endo NOSTRIN: 1.578"
"TFAP2D","Human_LAMP5 ABO",0.499859081902145,"Human_HGF C11orf87",0.31705172664339,1.57658526952093,4,"Human_LAMP5 ABO/Human_HGF C11orf87: 1.577"
"MSC-AS1","Human_LAMP5 ABO",1.3920747980975,"Human_LAMP5 BDNF",0.888580748195228,1.56662723216196,5,"Human_LAMP5 ABO/Human_LAMP5 BDNF: 1.567"
"POSTN","Human_LAMP5 ABO",0.552880507735071,"Human_VGLL3 CNGB1",0.371838782403916,1.48688231001815,6,"Human_LAMP5 ABO/Human_VGLL3 CNGB1: 1.487"
"M1AP","Human_LAMP5 ABO",0.483955070367043,"Human_HGF C11orf87",0.36213826423763,1.33638203459626,7,"Human_LAMP5 ABO/Human_HGF C11orf87: 1.336"
"XKR9","Human_LAMP5 ABO",0.476034088450396,"Human_LAMP5 BDNF",0.370650769940612,1.28431970754214,8,"Human_LAMP5 ABO/Human_LAMP5 BDNF: 1.284"
"AL662796.1","Human_LAMP5 ABO",0.941830530827093,"Human_SST EPYC",0.739806408563814,1.27307701031608,9,"Human_LAMP5 ABO/Human_SST EPYC: 1.273"
"AC119868.2","Human_LAMP5 ABO",0.573545343662207,"Human_VGLL3 CNGB1",0.469675518589041,1.22115230826849,10,"Human_LAMP5 ABO/Human_VGLL3 CNGB1: 1.221"
"PTGER3","Human_LAMP5 ABO",1.11703142330281,"Human_VGLL3 CNGB1",0.932766297433113,1.19754693793802,11,"Human_LAMP5 ABO/Human_VGLL3 CNGB1: 1.198"
"GREM2","Human_LAMP5 ABO",0.465629550376857,"Human_TFAP2C",0.398073499653886,1.16970748060775,12,"Human_LAMP5 ABO/Human_TFAP2C: 1.17"
"MUM1L1","Human_LAMP5 ABO",0.75488268285995,"Human_PRKCD",0.652614986749719,1.15670448608538,13,"Human_LAMP5 ABO/Human_PRKCD: 1.157"
"AL359706.1","Human_LAMP5 ABO",0.647649222984637,"Human_VGLL3 CNGB1",0.566050305924602,1.14415488553928,14,"Human_LAMP5 ABO/Human_VGLL3 CNGB1: 1.144"
"ADAMTS3","Human_LAMP5 ABO",1.2731685837812,"Human_HGF NPSR1",1.11807678704426,1.13871301017432,15,"Human_LAMP5 ABO/Human_HGF NPSR1: 1.139"
"C1QL3","Human_LAMP5 ABO",0.428250552351574,"Human_SATB2 CALCRL",0.37720121810727,1.13533714048025,16,"Human_LAMP5 ABO/Human_SATB2 CALCRL: 1.135"
"FBLN5","Human_LAMP5 ABO",0.45998487734917,"Human_DRD2 ISL1",0.406022616870844,1.13290456796275,17,"Human_LAMP5 ABO/Human_DRD2 ISL1: 1.133"
"GYS1","Human_LAMP5 ABO",0.428530814764557,"Human_SATB2 ST8SIA2",0.379061902376657,1.13050351955113,18,"Human_LAMP5 ABO/Human_SATB2 ST8SIA2: 1.131"
"PEPD","Human_LAMP5 ABO",0.593998257488694,"Human_SATB2 CALCRL",0.532749024555617,1.11496826856542,19,"Human_LAMP5 ABO/Human_SATB2 CALCRL: 1.115"
"AL031316.1","Human_LAMP5 ABO",0.528786521886887,"Human_SATB2 IL15",0.474518222826456,1.11436504743102,20,"Human_LAMP5 ABO/Human_SATB2 IL15: 1.114"
"MIR2052HG","Human_LAMP5 ABO",1.11445615134078,"Human_SATB2 CALCRL",1.00309715547053,1.11101516464576,21,"Human_LAMP5 ABO/Human_SATB2 CALCRL: 1.111"
"MLXIPL","Human_LAMP5 ABO",0.663742848311548,"Human_LAMP5 BDNF",0.605080342233976,1.0969499452932,22,"Human_LAMP5 ABO/Human_LAMP5 BDNF: 1.097"
"NCAPG2","Human_LAMP5 ABO",0.478913933642007,"Human_VGLL3 CNGB1",0.439627796796661,1.08936226765369,23,"Human_LAMP5 ABO/Human_VGLL3 CNGB1: 1.089"
"B3GAT1","Human_LAMP5 ABO",0.858621455281796,"Human_HGF C11orf87",0.79096462709904,1.08553710983372,24,"Human_LAMP5 ABO/Human_HGF C11orf87: 1.086"
"AC079760.1","Human_LAMP5 ABO",1.05092579791136,"Human_SATB2 CALCRL",0.968694146677485,1.0848891794339,25,"Human_LAMP5 ABO/Human_SATB2 CALCRL: 1.085"
"POLB","Human_LAMP5 ABO",0.560219865018404,"Human_HGF C11orf87",0.51673101472291,1.08416148645309,26,"Human_LAMP5 ABO/Human_HGF C11orf87: 1.084"
"ABCB9","Human_LAMP5 ABO",0.679466840151302,"Human_HGF C11orf87",0.629516649190774,1.07934689420008,27,"Human_LAMP5 ABO/Human_HGF C11orf87: 1.079"
"KCTD9","Human_LAMP5 ABO",0.424551184590542,"Human_LAMP5 BDNF",0.393357706539513,1.0793005387525,28,"Human_LAMP5 ABO/Human_LAMP5 BDNF: 1.079"
"CCDC112","Human_LAMP5 ABO",0.576870707441582,"Human_HGF C11orf87",0.535806441418273,1.07664011263958,29,"Human_LAMP5 ABO/Human_HGF C11orf87: 1.077"
"LINC00535","Human_LAMP5 ABO",0.784259519918121,"Human_TSHZ1 CALCRL",0.729820492178649,1.07459235294553,30,"Human_LAMP5 ABO/Human_TSHZ1 CALCRL: 1.075"
"KCNN2","Human_LAMP5 ABO",1.20731523334129,"Human_SATB2 CALCRL",1.12399826841264,1.07412552783227,31,"Human_LAMP5 ABO/Human_SATB2 CALCRL: 1.074"
"NFATC2IP","Human_LAMP5 ABO",0.577230666781803,"Human_TFAP2C",0.5418884564582,1.06522045247946,32,"Human_LAMP5 ABO/Human_TFAP2C: 1.065"
"MRPS30-DT","Human_LAMP5 ABO",0.890757412262792,"Human_DRD2 ISL1",0.837120337794152,1.06407331425011,33,"Human_LAMP5 ABO/Human_DRD2 ISL1: 1.064"
"ALDH8A1","Human_LAMP5 ABO",0.568586683842479,"Human_VGLL3 CNGB1",0.534875104619337,1.06302701122561,34,"Human_LAMP5 ABO/Human_VGLL3 CNGB1: 1.063"
"ALS2CR12","Human_LAMP5 ABO",0.593403546166819,"Human_DRD2 ISL1",0.558953061049397,1.06163395017954,35,"Human_LAMP5 ABO/Human_DRD2 ISL1: 1.062"
"PRKCG","Human_LAMP5 ABO",0.750377263540924,"Human_LAMP5 BDNF",0.708659425476759,1.058868670287,36,"Human_LAMP5 ABO/Human_LAMP5 BDNF: 1.059"
"CEMIP2","Human_LAMP5 ABO",1.21204876136607,"Human_HGF ESR1",1.14555495946459,1.05804505611198,37,"Human_LAMP5 ABO/Human_HGF ESR1: 1.058"
"PPWD1","Human_LAMP5 ABO",0.819830794088898,"Human_SATB2 CALCRL",0.775483202292334,1.0571870437238,38,"Human_LAMP5 ABO/Human_SATB2 CALCRL: 1.057"
"PLK2","Human_LAMP5 ABO",0.488846711218316,"Human_LAMP5 BDNF",0.462562583094447,1.05682285832121,39,"Human_LAMP5 ABO/Human_LAMP5 BDNF: 1.057"
"EXD3","Human_LAMP5 ABO",0.527452726976457,"Human_SATB2 IL15",0.499353883214236,1.05627040202702,40,"Human_LAMP5 ABO/Human_SATB2 IL15: 1.056"
"CELF2-AS2","Human_LAMP5 ABO",0.570885065951377,"Human_SATB2 CALCRL",0.540763839923715,1.05570125774666,41,"Human_LAMP5 ABO/Human_SATB2 CALCRL: 1.056"
"LINC00923","Human_LAMP5 ABO",0.995440672941784,"Human_TFAP2C",0.943729050229599,1.05479498877311,42,"Human_LAMP5 ABO/Human_TFAP2C: 1.055"
