"gene","logFC","log.p.value","log.FDR","std.logFC","cellType.target","rank_marker","anno_logFC"
"LEF1",0.556989897656474,-4099.7262694857,-4089.30583508239,2.69885792226429,"Human_Endo NOSTRIN",1," std logFC = 2.699"
"EBF1",0.748281659996789,-3510.6143980459,-3500.88711082316,2.48906646194557,"Human_Endo NOSTRIN",2," std logFC = 2.489"
"TBX3",0.290494116434222,-3179.36455211462,-3170.04272999998,2.3642321501993,"Human_Endo NOSTRIN",3," std logFC = 2.364"
"ITGA1",0.648931713044056,-3016.85292659662,-3007.81878655443,2.30086045143312,"Human_Endo NOSTRIN",4," std logFC = 2.301"
"CFH",0.391067105799843,-2983.58291320487,-2974.771916714,2.28769856285639,"Human_Endo NOSTRIN",5," std logFC = 2.288"
"NOSTRIN",0.29531406966509,-2889.05415587585,-2880.42548094177,2.24993531465615,"Human_Endo NOSTRIN",6," std logFC = 2.25"
"FLT1",0.747879624229299,-2735.84548455247,-2727.37096029822,2.18751756202286,"Human_Endo NOSTRIN",7," std logFC = 2.188"
"MECOM",0.53058588395224,-2628.43987925005,-2620.09888638842,2.14280523964687,"Human_Endo NOSTRIN",8," std logFC = 2.143"
"CLDN5",0.614275895499933,-2577.10943273736,-2568.88622291139,2.1211416920577,"Human_Endo NOSTRIN",9," std logFC = 2.121"
"TBX18",0.281057914516141,-2564.17120457797,-2556.05335526765,2.11565009570983,"Human_Endo NOSTRIN",10," std logFC = 2.116"
"ADGRL4",0.375847192051027,-2517.92243304242,-2509.89989391191,2.09591513123854,"Human_Endo NOSTRIN",11," std logFC = 2.096"
"ITIH5",0.395937172344148,-2463.98765628848,-2456.05212853497,2.07268873596369,"Human_Endo NOSTRIN",12," std logFC = 2.073"
"EPAS1",0.863516065471839,-2416.26433774036,-2408.40885269452,2.05194122586604,"Human_Endo NOSTRIN",13," std logFC = 2.052"
"TGM2",0.335270248266797,-2196.98889901678,-2189.20752194309,1.95407601023943,"Human_Endo NOSTRIN",14," std logFC = 1.954"
"COBLL1",0.835998832001847,-2130.78503888859,-2123.07265468638,1.92364618644247,"Human_Endo NOSTRIN",15," std logFC = 1.924"
"ADAMTS9",0.850255900589305,-2123.26446178691,-2115.61661610584,1.92016175896366,"Human_Endo NOSTRIN",16," std logFC = 1.92"
"CARMN",0.234543972518896,-2050.21445614157,-2042.62723508232,1.8860118029474,"Human_Endo NOSTRIN",17," std logFC = 1.886"
"SLC6A12",0.362339092611352,-1971.36654267612,-1963.8364800307,1.84850665545314,"Human_Endo NOSTRIN",18," std logFC = 1.849"
"ERG",0.406470286440255,-1957.91904752615,-1950.44305210201,1.84204049755396,"Human_Endo NOSTRIN",19," std logFC = 1.842"
"IGFBP7",0.853854324938271,-1950.24522386218,-1942.82052173243,1.83834124481829,"Human_Endo NOSTRIN",20," std logFC = 1.838"
"VIM",0.832679465471603,-1908.32811683996,-1900.95220487438,1.81801290733013,"Human_Endo NOSTRIN",21," std logFC = 1.818"
"LRRC32",0.21558297858914,-1907.77124077521,-1900.44184882526,1.81774143820131,"Human_Endo NOSTRIN",22," std logFC = 1.818"
"PTH1R",0.38493402865175,-1895.88137117635,-1888.59643098897,1.81193638594366,"Human_Endo NOSTRIN",23," std logFC = 1.812"
"IL4R",0.485628861918134,-1848.40462912648,-1841.16224855352,1.78858407649077,"Human_Endo NOSTRIN",24," std logFC = 1.789"
"CDH5",0.226794368463662,-1844.43056228282,-1837.22900370438,1.78661662653345,"Human_Endo NOSTRIN",25," std logFC = 1.787"
"VWF",0.667734863548466,-1835.28824084348,-1828.12590297819,1.78208292498009,"Human_Endo NOSTRIN",26," std logFC = 1.782"
"GGT5",0.374576352694966,-1821.83272226089,-1814.70812472358,1.77539090203681,"Human_Endo NOSTRIN",27," std logFC = 1.775"
"CD34",0.234302110113144,-1821.38784463454,-1814.29961474141,1.77516924776252,"Human_Endo NOSTRIN",28," std logFC = 1.775"
"IFITM3",0.666576148914203,-1820.27194500935,-1813.21880643603,1.77461315354628,"Human_Endo NOSTRIN",29," std logFC = 1.775"
"HLA-E",0.593988403622439,-1813.18937699466,-1806.17013997301,1.77107989427934,"Human_Endo NOSTRIN",30," std logFC = 1.771"
"FOSL2",0.5304241009629,-1807.94684449826,-1800.96039729944,1.76846037623672,"Human_Endo NOSTRIN",31," std logFC = 1.768"
"DUSP1",0.475794769708844,-1788.1774402287,-1781.22274172819,1.75854989572505,"Human_Endo NOSTRIN",32," std logFC = 1.759"
"KLF2",0.320883542075473,-1739.42048935673,-1732.49656251489,1.73388442952503,"Human_Endo NOSTRIN",33," std logFC = 1.734"
"BGN",0.25531505467499,-1720.56022438106,-1713.66615050236,1.72425581868005,"Human_Endo NOSTRIN",34," std logFC = 1.724"
"TBX2",0.196489386953731,-1692.22424421596,-1685.35915787414,1.70969528248206,"Human_Endo NOSTRIN",35," std logFC = 1.71"
"SMIM3",0.213721020097346,-1686.69830612004,-1679.86139065519,1.70684235045906,"Human_Endo NOSTRIN",36," std logFC = 1.707"
"IL18R1",0.331669832779829,-1677.96889739673,-1671.15938090607,1.70232649648608,"Human_Endo NOSTRIN",37," std logFC = 1.702"
"PCAT19",0.162767356154725,-1641.95604298924,-1635.17319474566,1.68357772315174,"Human_Endo NOSTRIN",38," std logFC = 1.684"
"NOTCH4",0.213611983351396,-1618.00179116694,-1611.24491840976,1.67099865263007,"Human_Endo NOSTRIN",39," std logFC = 1.671"
"ADIRF",0.675787433413097,-1613.71254728773,-1606.98099233853,1.66873694022647,"Human_Endo NOSTRIN",40," std logFC = 1.669"
"COL1A2",0.164634775710316,-1600.65253601767,-1593.94567368107,1.66183277981509,"Human_Endo NOSTRIN",41," std logFC = 1.662"
"TINAGL1",0.175838578144425,-1578.23383650627,-1571.55107172124,1.64991846531824,"Human_Endo NOSTRIN",42," std logFC = 1.65"
"ADGRF5",0.355007101763151,-1573.38765403103,-1566.72841974342,1.64733243366596,"Human_Endo NOSTRIN",43," std logFC = 1.647"
"FENDRR",0.148688565112428,-1565.24606683565,-1558.60982206626,1.64297935990645,"Human_Endo NOSTRIN",44," std logFC = 1.643"
"FOXC1",0.17317109853961,-1555.31722295519,-1548.70345104165,1.63765609173372,"Human_Endo NOSTRIN",45," std logFC = 1.638"
"ADGRD1",0.272773654722524,-1523.29460295792,-1516.7028099511,1.62037629740792,"Human_Endo NOSTRIN",46," std logFC = 1.62"
"PEAR1",0.172021377786156,-1516.75024151041,-1510.17995470881,1.6168236635645,"Human_Endo NOSTRIN",47," std logFC = 1.617"
"MT2A",0.933156022708052,-1503.18953644737,-1496.64030305498,1.6094388571068,"Human_Endo NOSTRIN",48," std logFC = 1.609"
"ANXA3",0.241970478635037,-1498.56316436395,-1492.03455025875,1.60691219784899,"Human_Endo NOSTRIN",49," std logFC = 1.607"
"IL1R1",0.293776930655111,-1497.22748343588,-1490.719072038,1.60618203403235,"Human_Endo NOSTRIN",50," std logFC = 1.606"
"JUNB",0.519741192994391,-1489.64316639382,-1483.15455762324,1.60203008722703,"Human_Endo NOSTRIN",51," std logFC = 1.602"
"NOTCH3",0.26892534901626,-1480.93998384082,-1474.47079315609,1.59725319045534,"Human_Endo NOSTRIN",52," std logFC = 1.597"
"TFPI",0.23343337659212,-1476.53264206967,-1470.08249957991,1.59482903541155,"Human_Endo NOSTRIN",53," std logFC = 1.595"
"PECAM1",0.450970908209612,-1458.01479879827,-1451.58334844152,1.58460579640612,"Human_Endo NOSTRIN",54," std logFC = 1.585"
"LGALS1",0.444491956842385,-1429.87997882236,-1423.46687760428,1.56895386846604,"Human_Endo NOSTRIN",55," std logFC = 1.569"
"EGFL7",0.380286803564973,-1422.28277210014,-1415.88768938757,1.56470223039052,"Human_Endo NOSTRIN",56," std logFC = 1.565"
"ARHGAP29",0.718785838011964,-1409.11854917291,-1402.74116603743,1.55730932787966,"Human_Endo NOSTRIN",57," std logFC = 1.557"
"LINC02147",0.304695925591278,-1396.15509723303,-1389.79510584026,1.54999683033247,"Human_Endo NOSTRIN",58," std logFC = 1.55"
"YBX3",0.596864470466209,-1390.95249578201,-1384.60959882261,1.54705298858467,"Human_Endo NOSTRIN",59," std logFC = 1.547"
"ITGA10",0.232978725633758,-1390.46828847796,-1384.14219863687,1.54677873677858,"Human_Endo NOSTRIN",60," std logFC = 1.547"
"SPARC",0.791563685191692,-1381.819902194,-1375.51034165486,1.54187262676416,"Human_Endo NOSTRIN",61," std logFC = 1.542"
"ZNF366",0.188916398588679,-1378.57786512053,-1372.28456510227,1.54002967814594,"Human_Endo NOSTRIN",62," std logFC = 1.54"
"SLC2A1",0.505235652396693,-1374.76002881206,-1368.48272913515,1.53785675182821,"Human_Endo NOSTRIN",63," std logFC = 1.538"
"KANK3",0.274850932089968,-1368.67782808134,-1362.41627676139,1.53438908289699,"Human_Endo NOSTRIN",64," std logFC = 1.534"
"NDUFA4L2",0.276572480686586,-1361.94548570666,-1355.69943857324,1.53054212984338,"Human_Endo NOSTRIN",65," std logFC = 1.531"
"MT1E",0.583934945260505,-1361.81858727028,-1355.587807609,1.53046953097806,"Human_Endo NOSTRIN",66," std logFC = 1.53"
"MYOF",0.413915912606665,-1349.28208715384,-1343.06634536992,1.52328132439883,"Human_Endo NOSTRIN",67," std logFC = 1.523"
"STOM",0.625878234763578,-1326.37767137853,-1320.1767446804,1.51006516980537,"Human_Endo NOSTRIN",68," std logFC = 1.51"
"FAM107A",0.930289576217193,-1323.84049122397,-1317.65416332526,1.50859447333684,"Human_Endo NOSTRIN",69," std logFC = 1.509"
"AC092957",0.311349770789273,-1299.81359274194,-1293.64165358069,1.49459947696233,"Human_Endo NOSTRIN",70," std logFC = 1.495"
"AHNAK",0.74071579469095,-1294.914602599,-1288.75684807273,1.49173075546961,"Human_Endo NOSTRIN",71," std logFC = 1.492"
"ID1",0.401279376299408,-1278.71895104075,-1272.57518275646,1.4822097118358,"Human_Endo NOSTRIN",72," std logFC = 1.482"
"ADAMTS1",0.423849272152742,-1264.74793490437,-1258.61795994221,1.47394983271846,"Human_Endo NOSTRIN",73," std logFC = 1.474"
"PHLDB2",0.304998966289447,-1254.39542181319,-1248.27905250308,1.46780094358717,"Human_Endo NOSTRIN",74," std logFC = 1.468"
"ABCG2",0.298745970054894,-1240.94187273961,-1234.83892644984,1.45977361033535,"Human_Endo NOSTRIN",75," std logFC = 1.46"
"MT1X",0.615899107220721,-1222.07733917919,-1215.98763811617,1.44844684683018,"Human_Endo NOSTRIN",76," std logFC = 1.448"
"TAGLN2",0.313746830196284,-1217.41730632532,-1211.34067734386,1.44563590384579,"Human_Endo NOSTRIN",77," std logFC = 1.446"
"GJC1",0.236612534628457,-1195.28668999544,-1189.22296441882,1.43221535294084,"Human_Endo NOSTRIN",78," std logFC = 1.432"
"SMAD6",0.289175419006995,-1191.66525527706,-1185.61426872622,1.43000786434967,"Human_Endo NOSTRIN",79," std logFC = 1.43"
"C11orf96",0.375618210172725,-1187.24811891557,-1181.20971114693,1.42731096502127,"Human_Endo NOSTRIN",80," std logFC = 1.427"
"RHOC",0.31210811285219,-1173.84600436532,-1167.82001911669,1.41909851323938,"Human_Endo NOSTRIN",81," std logFC = 1.419"
"CEBPD",0.560239934201782,-1173.23737899885,-1167.22366384281,1.41872449378454,"Human_Endo NOSTRIN",82," std logFC = 1.419"
"MYL9",0.322159500885976,-1172.64223607574,-1166.64064228023,1.41835866922194,"Human_Endo NOSTRIN",83," std logFC = 1.418"
"TIE1",0.193410747495381,-1166.80022122811,-1160.81060362365,1.41476291407557,"Human_Endo NOSTRIN",84," std logFC = 1.415"
"GADD45B",0.349325051397924,-1166.20508574219,-1160.22730259538,1.41439612181615,"Human_Endo NOSTRIN",85," std logFC = 1.414"
"C1QTNF1",0.144100396864086,-1161.39196572519,-1155.42587861814,1.4114263885207,"Human_Endo NOSTRIN",86," std logFC = 1.411"
"APOE",0.892504701585539,-1159.69766428726,-1153.7431380026,1.41037957858666,"Human_Endo NOSTRIN",87," std logFC = 1.41"
"TBX15",0.162597652230008,-1158.92120970242,-1152.97811211359,1.40989960607872,"Human_Endo NOSTRIN",88," std logFC = 1.41"
"ATP10A",0.468991667364,-1152.85369268175,-1146.92189464818,1.40614355800045,"Human_Endo NOSTRIN",89," std logFC = 1.406"
"B2M",0.678444557916771,-1150.78627338307,-1144.86564865009,1.40486156044718,"Human_Endo NOSTRIN",90," std logFC = 1.405"
"GJA1",0.739761545307825,-1145.4179846704,-1139.50840977361,1.40152750794247,"Human_Endo NOSTRIN",91," std logFC = 1.402"
"IFITM2",0.303352084398449,-1141.19069224105,-1135.29204641479,1.39889677549713,"Human_Endo NOSTRIN",92," std logFC = 1.399"
"SYNE2",0.59650277260073,-1140.85533051434,-1134.96749560419,1.39868787161885,"Human_Endo NOSTRIN",93," std logFC = 1.399"
"HEYL",0.222535717460576,-1139.81072981247,-1133.93359019144,1.39803697777384,"Human_Endo NOSTRIN",94," std logFC = 1.398"
"CAVIN2",0.16574824454478,-1133.5011639814,-1127.63460646969,1.39409932862863,"Human_Endo NOSTRIN",95," std logFC = 1.394"
"PDGFRB",0.531392600136237,-1131.44289634418,-1125.58681013234,1.39281252450321,"Human_Endo NOSTRIN",96," std logFC = 1.393"
"EDN1",0.259729261602553,-1129.30867181724,-1123.46294839244,1.39147703852352,"Human_Endo NOSTRIN",97," std logFC = 1.391"
"COL6A2",0.200404383713075,-1127.0900913647,-1121.25462444006,1.3900874740848,"Human_Endo NOSTRIN",98," std logFC = 1.39"
"EMP2",0.274093999855866,-1126.36208379717,-1120.53676924399,1.38963121293541,"Human_Endo NOSTRIN",99," std logFC = 1.39"
"RBPMS",0.587188149278414,-1125.23245597732,-1119.41719176,1.38892296388812,"Human_Endo NOSTRIN",100," std logFC = 1.389"
"MSC-AS1",1.17886499909997,-7124.19336138664,-7113.77292698333,2.58324243487224,"Human_LAMP5 ABO",1," std logFC = 2.583"
"BTNL9",0.536198449818054,-4958.81809976389,-4949.09081254114,2.12901346124139,"Human_LAMP5 ABO",2," std logFC = 2.129"
"AL590079",0.440326470686429,-3757.92781773588,-3748.60599562124,1.84079603237487,"Human_LAMP5 ABO",3," std logFC = 1.841"
"PTPRQ",0.703374773104108,-3703.04417838499,-3694.0100383428,1.82673269374844,"Human_LAMP5 ABO",4," std logFC = 1.827"
"PRSS12",0.655871946391305,-3575.50303321433,-3566.69203672345,1.79369235039642,"Human_LAMP5 ABO",5," std logFC = 1.794"
"NPFFR2",0.784423098282864,-3553.92976927832,-3545.30109434424,1.78805250140819,"Human_LAMP5 ABO",6," std logFC = 1.788"
"STAC",0.685501120916733,-3538.1462258182,-3529.67170156394,1.78391664126931,"Human_LAMP5 ABO",7," std logFC = 1.784"
"PLEKHG4B",0.40040820760625,-3386.43129810076,-3378.09030523913,1.74373598516937,"Human_LAMP5 ABO",8," std logFC = 1.744"
"AC021594",0.358904953364788,-3373.01076260169,-3364.78755277571,1.74014347915259,"Human_LAMP5 ABO",9," std logFC = 1.74"
"PTGER3",0.830001897293917,-3221.7673697074,-3213.64952039709,1.69920708929835,"Human_LAMP5 ABO",10," std logFC = 1.699"
"LINC02196",0.433480115631936,-3187.43583989312,-3179.41330076261,1.68979578320804,"Human_LAMP5 ABO",11," std logFC = 1.69"
"TRPA1",0.26968430180592,-3172.75616021315,-3164.82063245963,1.68575777099118,"Human_LAMP5 ABO",12," std logFC = 1.686"
"TFAP2D",0.426023312346364,-3050.97909409412,-3043.12360904828,1.65193040231617,"Human_LAMP5 ABO",13," std logFC = 1.652"
"ADAMTS3",0.902823731733314,-3028.22342653495,-3020.44204946126,1.64554231830238,"Human_LAMP5 ABO",14," std logFC = 1.646"
"POSTN",0.472842265778628,-2920.13100391931,-2912.41861971711,1.61489727628221,"Human_LAMP5 ABO",15," std logFC = 1.615"
"MUM1L1",0.603035303752973,-2852.9469324417,-2845.29908676063,1.59559075220793,"Human_LAMP5 ABO",16," std logFC = 1.596"
"AC022523",0.5218554511343,-2565.12110126204,-2557.53388020279,1.51042812899061,"Human_LAMP5 ABO",17," std logFC = 1.51"
"KRT86",0.172079394692595,-2411.37753281224,-2403.84747016683,1.46314092060322,"Human_LAMP5 ABO",18," std logFC = 1.463"
"ABO",0.334006936590604,-2379.81072089594,-2372.3347254718,1.45326160317546,"Human_LAMP5 ABO",19," std logFC = 1.453"
"TEX41",0.471565190506096,-2373.95101063716,-2366.52630850741,1.45142107198813,"Human_LAMP5 ABO",20," std logFC = 1.451"
"GALNT9",0.504671748432984,-2353.7370660905,-2346.36115412492,1.44505571476788,"Human_LAMP5 ABO",21," std logFC = 1.445"
"CLMP",0.487907912642354,-2257.43159072267,-2250.10219877272,1.41437545182498,"Human_LAMP5 ABO",22," std logFC = 1.414"
"IL1RAPL2",0.844917432803311,-2202.51964675814,-2195.23470657077,1.39660998338879,"Human_LAMP5 ABO",23," std logFC = 1.397"
"ADAMTSL1",0.768288423487422,-2180.68008220137,-2173.43770162841,1.38948717943022,"Human_LAMP5 ABO",24," std logFC = 1.389"
"LY86-AS1",0.670509085730409,-2139.78859371307,-2132.58703513463,1.37606087457505,"Human_LAMP5 ABO",25," std logFC = 1.376"
"AC109779",0.539440570529389,-2131.93366810424,-2124.77133023895,1.3734681488613,"Human_LAMP5 ABO",26," std logFC = 1.373"
"LINC02389",0.704811366615907,-2080.97768371138,-2073.85308617408,1.35653942335609,"Human_LAMP5 ABO",27," std logFC = 1.357"
"OPRM1",0.716811603549155,-1889.00358354058,-1881.91535364745,1.29094828252113,"Human_LAMP5 ABO",28," std logFC = 1.291"
"M1AP",0.379087065100591,-1880.81496471789,-1873.76182614456,1.28808254266398,"Human_LAMP5 ABO",29," std logFC = 1.288"
"LINC01788",0.186925827917628,-1878.34342257103,-1871.32418554939,1.28721643436031,"Human_LAMP5 ABO",30," std logFC = 1.287"
"AC008574",0.731489946547841,-1857.99655116423,-1851.0101039654,1.28006575809259,"Human_LAMP5 ABO",31," std logFC = 1.28"
"CPNE4",0.807359342872885,-1849.65782554371,-1842.7031270432,1.27712456875087,"Human_LAMP5 ABO",32," std logFC = 1.277"
"CYP1B1-AS1",0.556092308380078,-1833.41266778365,-1826.4887409418,1.27137668143292,"Human_LAMP5 ABO",33," std logFC = 1.271"
"AC010230",0.336137679299864,-1754.97973957877,-1748.08566570007,1.24328114670629,"Human_LAMP5 ABO",34," std logFC = 1.243"
"AC004594",0.479439960192693,-1716.36226183434,-1709.49717549252,1.22923021814302,"Human_LAMP5 ABO",35," std logFC = 1.229"
"TMEM244",0.345984257899803,-1682.11478433874,-1675.27786887389,1.21664368169908,"Human_LAMP5 ABO",36," std logFC = 1.217"
"FAM9B",0.200625572024546,-1674.53923640808,-1667.72971991741,1.21384319929899,"Human_LAMP5 ABO",37," std logFC = 1.214"
"C1QL3",0.338993125638309,-1672.89768876923,-1666.11484052565,1.21323557141173,"Human_LAMP5 ABO",38," std logFC = 1.213"
"SIDT1",0.725049448939227,-1657.28012538369,-1650.52325262651,1.20744045328607,"Human_LAMP5 ABO",39," std logFC = 1.207"
"KCNN2",0.700410578540116,-1656.92739981101,-1650.19584486181,1.20730927128339,"Human_LAMP5 ABO",40," std logFC = 1.207"
"CCBE1",0.703128331079189,-1639.43390580907,-1632.72704347247,1.20078657712439,"Human_LAMP5 ABO",41," std logFC = 1.201"
"CHST8",0.322478468280452,-1632.74447139415,-1626.06170660912,1.19828360975268,"Human_LAMP5 ABO",42," std logFC = 1.198"
"ANKRD30B",0.573813100418586,-1603.54617046449,-1596.88693617687,1.18730113850539,"Human_LAMP5 ABO",43," std logFC = 1.187"
"CEMIP2",0.708215743091848,-1550.57327760868,-1543.93703283929,1.16713084040215,"Human_LAMP5 ABO",44," std logFC = 1.167"
"FNDC1",0.168772843116978,-1529.94981428526,-1523.33604237173,1.15918966027149,"Human_LAMP5 ABO",45," std logFC = 1.159"
"CNTN6",0.593678906393977,-1523.57576667923,-1516.98397367241,1.15672500225973,"Human_LAMP5 ABO",46," std logFC = 1.157"
"ST8SIA6",0.384851284535408,-1520.71004250454,-1514.13975570294,1.15561531047498,"Human_LAMP5 ABO",47," std logFC = 1.156"
"KCNG2",0.17244407780388,-1517.49218507892,-1510.94295168652,1.15436807462765,"Human_LAMP5 ABO",48," std logFC = 1.154"
"TMEM163",0.665817410926628,-1514.16686198627,-1507.63824788108,1.15307786087467,"Human_LAMP5 ABO",49," std logFC = 1.153"
"AL356124",0.503823054212956,-1501.60614281242,-1495.09773141454,1.14819212131928,"Human_LAMP5 ABO",50," std logFC = 1.148"
"MIR2052HG",0.665754609153018,-1495.18935493298,-1488.7007461624,1.1456886682897,"Human_LAMP5 ABO",51," std logFC = 1.146"
"LINC00334",0.201364787953987,-1485.26667453165,-1478.79748384692,1.14180731557087,"Human_LAMP5 ABO",52," std logFC = 1.142"
"AL391117",0.376941574581786,-1471.77902806252,-1465.32888557277,1.13651160666472,"Human_LAMP5 ABO",53," std logFC = 1.137"
"TCERG1L",0.525063070283894,-1460.5066458826,-1454.07519552586,1.13206789704848,"Human_LAMP5 ABO",54," std logFC = 1.132"
"LINC02231",0.316961977633246,-1448.46414518643,-1442.05104396836,1.12730247203042,"Human_LAMP5 ABO",55," std logFC = 1.127"
"SV2B",0.760556627049329,-1418.76085469116,-1412.36577197859,1.11546681102074,"Human_LAMP5 ABO",56," std logFC = 1.115"
"AC016766",0.38904201870141,-1411.56359636006,-1405.18621322459,1.11258119590766,"Human_LAMP5 ABO",57," std logFC = 1.113"
"TRIM36",0.552091714979479,-1385.18235180051,-1378.82236040774,1.1019434456966,"Human_LAMP5 ABO",58," std logFC = 1.102"
"CLIC6",0.194091797949772,-1382.78811879506,-1376.44522183566,1.10097323624122,"Human_LAMP5 ABO",59," std logFC = 1.101"
"CADPS2",0.751172272281456,-1376.57147674285,-1370.24538690177,1.09845031966664,"Human_LAMP5 ABO",60," std logFC = 1.098"
"PTH2R",0.580793171651714,-1375.52174847879,-1369.21218793966,1.0980237677617,"Human_LAMP5 ABO",61," std logFC = 1.098"
"LINC00923",0.60880366106886,-1333.65446984735,-1327.36116982909,1.08088215702093,"Human_LAMP5 ABO",62," std logFC = 1.081"
"WDR86",0.355111819542474,-1331.68685503445,-1325.40955535754,1.08007026165246,"Human_LAMP5 ABO",63," std logFC = 1.08"
"EGF",0.371910005256672,-1317.11999638314,-1310.85844506319,1.07404156348289,"Human_LAMP5 ABO",64," std logFC = 1.074"
"KCNK2",0.503211908616029,-1314.67562493789,-1308.42957780448,1.0730267981927,"Human_LAMP5 ABO",65," std logFC = 1.073"
"AC119868",0.394591263854293,-1313.69822925018,-1307.4674495889,1.07262078524355,"Human_LAMP5 ABO",66," std logFC = 1.073"
"KLK7",0.209920296053386,-1310.41025496118,-1304.19451317726,1.07125388628298,"Human_LAMP5 ABO",67," std logFC = 1.071"
"ZNF385B",0.703683529950216,-1298.61302463383,-1292.4120979357,1.06633586151129,"Human_LAMP5 ABO",68," std logFC = 1.066"
"PVT1",0.531896620129783,-1296.27767042755,-1290.09134252884,1.06535976051542,"Human_LAMP5 ABO",69," std logFC = 1.065"
"AL391704",0.255651293966274,-1294.05286746643,-1287.88092830517,1.06442908066863,"Human_LAMP5 ABO",70," std logFC = 1.064"
"IL12A-AS1",0.371486511293825,-1292.56470107301,-1286.40694654675,1.06380612182928,"Human_LAMP5 ABO",71," std logFC = 1.064"
"LRRK1",0.595592445809878,-1290.67018201538,-1284.52641373109,1.06301256185003,"Human_LAMP5 ABO",72," std logFC = 1.063"
"LAMB1",0.558636855085349,-1289.84220608963,-1283.71223112747,1.06266557071257,"Human_LAMP5 ABO",73," std logFC = 1.063"
"MYPN",0.141089911130392,-1287.36875782472,-1281.25238851462,1.06162835149384,"Human_LAMP5 ABO",74," std logFC = 1.062"
"SCN11A",0.316376886897037,-1282.34190545431,-1276.23895916454,1.05951743069184,"Human_LAMP5 ABO",75," std logFC = 1.06"
"ANKRD33B",0.592908689404075,-1272.98342241995,-1266.89372135693,1.05557691577215,"Human_LAMP5 ABO",76," std logFC = 1.056"
"DCBLD1",0.393197939867161,-1266.37964519085,-1260.3030162094,1.05278792378797,"Human_LAMP5 ABO",77," std logFC = 1.053"
"SLC6A7",0.398199629337287,-1253.43131005728,-1247.36758448066,1.04729904847982,"Human_LAMP5 ABO",78," std logFC = 1.047"
"MLXIPL",0.439448330927,-1237.90950331903,-1231.85851676819,1.04068320207821,"Human_LAMP5 ABO",79," std logFC = 1.041"
"AC095056",0.156109974258445,-1210.30072196999,-1204.26231420136,1.02881610181177,"Human_LAMP5 ABO",80," std logFC = 1.029"
"COL25A1",0.695022031277299,-1204.68509609275,-1198.65911084412,1.02638643652681,"Human_LAMP5 ABO",81," std logFC = 1.026"
"ARHGAP18",0.597138509495658,-1195.14620347725,-1189.13248832121,1.02224678513921,"Human_LAMP5 ABO",82," std logFC = 1.022"
"AC244021",0.475188138002248,-1175.94589810105,-1169.94430430554,1.01386574126234,"Human_LAMP5 ABO",83," std logFC = 1.014"
"ARNTL2",0.527672523467082,-1174.45655436867,-1168.4669367642,1.01321288657053,"Human_LAMP5 ABO",84," std logFC = 1.013"
"LIN28B",0.421184690626304,-1173.79968478407,-1167.82190163725,1.01292482054178,"Human_LAMP5 ABO",85," std logFC = 1.013"
"AC090579",0.533595552340198,-1167.84790574639,-1161.88181863934,1.01031115326509,"Human_LAMP5 ABO",86," std logFC = 1.01"
"SMIM36",0.209388423446018,-1166.69549957224,-1160.74097328759,1.00980434321916,"Human_LAMP5 ABO",87," std logFC = 1.01"
"CCDC144NL-AS1",0.521584200172696,-1164.06139888886,-1158.11830130003,1.00864499973665,"Human_LAMP5 ABO",88," std logFC = 1.009"
"SNED1",0.656108874397897,-1161.55526913537,-1155.62347110179,1.0075408045267,"Human_LAMP5 ABO",89," std logFC = 1.008"
"ETV1",0.574043684564301,-1160.60332588802,-1154.68270115504,1.00712107927782,"Human_LAMP5 ABO",90," std logFC = 1.007"
"INHBA-AS1",0.494316621996955,-1155.55755160867,-1149.64797671188,1.00489354697397,"Human_LAMP5 ABO",91," std logFC = 1.005"
"GRIN3A",0.492158001982049,-1153.82308608521,-1147.92444025895,1.00412675771927,"Human_LAMP5 ABO",92," std logFC = 1.004"
"LINC01951",0.263669530181028,-1141.90334980864,-1136.01551489849,0.998842045207016,"Human_LAMP5 ABO",93," std logFC = 0.999"
"PTPRB",0.606635792570061,-1140.37344105412,-1134.49630143308,0.998161823113047,"Human_LAMP5 ABO",94," std logFC = 0.998"
"TMEM178A",0.594196914359486,-1134.82738768964,-1128.96083017793,0.995692256822276,"Human_LAMP5 ABO",95," std logFC = 0.996"
"LINC00707",0.186203505849225,-1129.55261110904,-1123.6965248972,0.993338072116186,"Human_LAMP5 ABO",96," std logFC = 0.993"
"LDB2",0.689462214110165,-1114.06878983161,-1108.22306640681,0.986396641927601,"Human_LAMP5 ABO",97," std logFC = 0.986"
"CDH9",0.706817355567959,-1105.61033872467,-1099.77487180003,0.982585004899638,"Human_LAMP5 ABO",98," std logFC = 0.983"
"B4GALNT3",0.397989852903175,-1091.80157059969,-1085.97625604652,0.97633192659281,"Human_LAMP5 ABO",99," std logFC = 0.976"
"TG",0.496116511076459,-1082.01173978119,-1076.19647556387,0.971875558539388,"Human_LAMP5 ABO",100," std logFC = 0.972"
"ANGPTL4",1.43276363435798,-8961.72096703436,-8951.30053263105,3.94318767063457,"Human_Astro_1 FGFR3",1," std logFC = 3.943"
"F3",1.31909179750276,-7277.71294012533,-7267.98565290258,3.51977065881858,"Human_Astro_1 FGFR3",2," std logFC = 3.52"
"OSMR-AS1",1.26337357233848,-7227.57002720169,-7218.24820508705,3.50663138820653,"Human_Astro_1 FGFR3",3," std logFC = 3.507"
