"gene","logFC","log.p.value","log.FDR","std.logFC","cellType.target","rank_marker","anno_logFC"
"AC006305",0.824850681983078,-9449.7279146836,-9439.30748028029,4.47204554659678,"Human_VIP NDNF",1," std logFC = 4.472"
"ZNF385D-AS2",0.54851403819103,-7137.70237776032,-7127.97509053757,3.83616052509181,"Human_VIP NDNF",2," std logFC = 3.836"
"CXCL14",1.10098435754393,-4926.76064019839,-4917.43881808375,3.14759224728061,"Human_VIP NDNF",3," std logFC = 3.148"
"SP8",0.274052173728755,-4746.00931249932,-4736.97517245713,3.08615757423641,"Human_VIP NDNF",4," std logFC = 3.086"
"SLCO2A1",0.602249082757512,-4355.20201608866,-4346.39101959778,2.94982889568422,"Human_VIP NDNF",5," std logFC = 2.95"
"HTR3A",0.197658477483663,-3886.44893896043,-3877.82026402635,2.77915616015002,"Human_VIP NDNF",6," std logFC = 2.779"
"CHRNA7",1.05333628092386,-3798.58950877859,-3790.11498452434,2.74618872689727,"Human_VIP NDNF",7," std logFC = 2.746"
"IGF1",0.896712402391992,-3572.91440974895,-3564.57341688732,2.65993720301411,"Human_VIP NDNF",8," std logFC = 2.66"
"CNR1",1.30160187486296,-3371.88376215085,-3363.66055232488,2.58105231267857,"Human_VIP NDNF",9," std logFC = 2.581"
"PTGFR",0.47080760198668,-3099.97685584268,-3091.85900653236,2.47093415243917,"Human_VIP NDNF",10," std logFC = 2.471"
"SCN7A",0.983418536859054,-2747.51617541683,-2739.49363628632,2.3214850733564,"Human_VIP NDNF",11," std logFC = 2.321"
"DLX6-AS1",1.21864533887062,-2681.13503703696,-2673.19950928344,2.29238280785946,"Human_VIP NDNF",12," std logFC = 2.292"
"CRH",0.337531316821035,-2676.8664765795,-2669.01099153366,2.29050022425679,"Human_VIP NDNF",13," std logFC = 2.291"
"NNMT",0.482318709229977,-2532.51219656449,-2524.7308194908,2.22600420935047,"Human_VIP NDNF",14," std logFC = 2.226"
"CCK",1.14716681393754,-2430.89685531197,-2423.18447110976,2.17958562516853,"Human_VIP NDNF",15," std logFC = 2.18"
"LINC01162",0.227691988253217,-2407.76244423822,-2400.11459855715,2.16889348454963,"Human_VIP NDNF",16," std logFC = 2.169"
"VIPR2",0.515498638991375,-2405.6700046155,-2398.08278355625,2.16792407911424,"Human_VIP NDNF",17," std logFC = 2.168"
"SLC17A8",0.297021170330643,-2356.2175139501,-2348.68745130469,2.14489878570833,"Human_VIP NDNF",18," std logFC = 2.145"
"HGFAC",0.185714789324265,-2251.22957220171,-2243.75357677757,2.0952622609608,"Human_VIP NDNF",19," std logFC = 2.095"
"SYT6",0.458546631950834,-2144.84698898818,-2137.42228685843,2.0438577335706,"Human_VIP NDNF",20," std logFC = 2.044"
"LINC01905",0.181124472695576,-1972.96259020103,-1965.58667823544,1.95821991957323,"Human_VIP NDNF",21," std logFC = 1.958"
"MIR4527HG",0.337907714158848,-1958.45269770348,-1951.12330575353,1.95083374835995,"Human_VIP NDNF",22," std logFC = 1.951"
"ADAMTS6",0.709464147897533,-1907.50719173837,-1900.22225155099,1.92469468867179,"Human_VIP NDNF",23," std logFC = 1.925"
"LYPD6B",0.692837865511355,-1839.30285145809,-1832.06047088513,1.88918125192738,"Human_VIP NDNF",24," std logFC = 1.889"
"GAD1",0.992542939457169,-1797.87643149222,-1790.67487291378,1.86730766970654,"Human_VIP NDNF",25," std logFC = 1.867"
"AC016550",0.04591545636497,-1710.30236605056,-1703.14002818528,1.82027022307322,"Human_VIP NDNF",26," std logFC = 1.82"
"ADRA1D",0.260086096489545,-1689.51151831248,-1682.38692077518,1.80893701776473,"Human_VIP NDNF",27," std logFC = 1.809"
"RELN",0.923116040258443,-1650.25433409199,-1643.16610419886,1.78735610706524,"Human_VIP NDNF",28," std logFC = 1.787"
"CLMP",0.612479402569453,-1606.35242445387,-1599.29928588055,1.76293144832241,"Human_VIP NDNF",29," std logFC = 1.763"
"FGD5",0.445765358765129,-1588.48800163403,-1581.46876461239,1.75290206431264,"Human_VIP NDNF",30," std logFC = 1.753"
"ZNF385D",1.13585225959607,-1584.78583681211,-1577.79938961329,1.75081691570109,"Human_VIP NDNF",31," std logFC = 1.751"
"ENTPD3",0.882456506498637,-1543.35022789292,-1536.39552939241,1.72731939935152,"Human_VIP NDNF",32," std logFC = 1.727"
"SLCO5A1",0.666522113777558,-1532.80249813178,-1525.87857128994,1.72129017693287,"Human_VIP NDNF",33," std logFC = 1.721"
"WIF1",0.654268040371291,-1486.01422725293,-1479.12015337424,1.69430390290762,"Human_VIP NDNF",34," std logFC = 1.694"
"AC005064",0.39120444854545,-1470.54094443008,-1463.67585808826,1.68529042847225,"Human_VIP NDNF",35," std logFC = 1.685"
"PDE3A",0.981221581822956,-1448.47624970172,-1441.63933423686,1.67235867764849,"Human_VIP NDNF",36," std logFC = 1.672"
"LRRC39",0.762728600850207,-1397.08369769748,-1390.27418120682,1.64186842786298,"Human_VIP NDNF",37," std logFC = 1.642"
"ADARB2-AS1",0.613549806364209,-1371.21002487431,-1364.42717663073,1.62631505433375,"Human_VIP NDNF",38," std logFC = 1.626"
"CILP2",0.0912264384182131,-1366.3781971176,-1359.62132436042,1.62339498855385,"Human_VIP NDNF",39," std logFC = 1.623"
"PLCXD3",0.929186314127644,-1319.92328518206,-1313.19173023286,1.5950638766098,"Human_VIP NDNF",40," std logFC = 1.595"
"GRIP2",0.619633481813598,-1309.60537234729,-1302.89851001069,1.58870679605407,"Human_VIP NDNF",41," std logFC = 1.589"
"KIAA1211",1.02024981349899,-1258.93070343923,-1252.24793865421,1.55712988265577,"Human_VIP NDNF",42," std logFC = 1.557"
"COL12A1",0.483429048938006,-1247.1150810971,-1240.45584680949,1.54967987407884,"Human_VIP NDNF",43," std logFC = 1.55"
"NTF3",0.0908573869446509,-1225.20891669486,-1218.57267192547,1.53577715837054,"Human_VIP NDNF",44," std logFC = 1.536"
"NHS",0.922258718745623,-1182.86839962965,-1176.25462771612,1.50856224167235,"Human_VIP NDNF",45," std logFC = 1.509"
"LINC02456",0.332511596905632,-1180.44059653104,-1173.84880352423,1.50698762267456,"Human_VIP NDNF",46," std logFC = 1.507"
"NPAS1",0.344793882425775,-1178.8660758536,-1172.295789052,1.50596558887404,"Human_VIP NDNF",47," std logFC = 1.506"
"GRIK1",1.01115708855954,-1175.54804095574,-1168.99880756334,1.50380966901847,"Human_VIP NDNF",48," std logFC = 1.504"
"PLCB4",0.910439679839415,-1173.32582292776,-1166.79720882257,1.50236412391828,"Human_VIP NDNF",49," std logFC = 1.502"
"RGS12",0.981211951161868,-1157.24347239057,-1150.73506099269,1.49186300135674,"Human_VIP NDNF",50," std logFC = 1.492"
"ARL4C",0.585402622011086,-1149.59029605574,-1143.10168728516,1.486841067286,"Human_VIP NDNF",51," std logFC = 1.487"
"NRIP3",0.602194555483028,-1113.77853982096,-1107.30934913623,1.46312427567891,"Human_VIP NDNF",52," std logFC = 1.463"
"ABCB5",0.173918217235509,-1085.11866614318,-1078.66852365342,1.44387717241511,"Human_VIP NDNF",53," std logFC = 1.444"
"ADRA1B",0.367638341062158,-1080.20695477103,-1073.77550441428,1.44055404499138,"Human_VIP NDNF",54," std logFC = 1.441"
"WLS",0.888543906738653,-1072.32637101737,-1065.9132697993,1.43520694649321,"Human_VIP NDNF",55," std logFC = 1.435"
"PLSCR5",0.0918088330614397,-1035.57925705037,-1029.18417433779,1.41001837271436,"Human_VIP NDNF",56," std logFC = 1.41"
"AC034206",0.127450160369511,-1029.05792326964,-1022.68054013417,1.40550329332601,"Human_VIP NDNF",57," std logFC = 1.406"
"SHISA6",0.894587708458424,-1018.61594718938,-1012.25595579662,1.39824474976729,"Human_VIP NDNF",58," std logFC = 1.398"
"CCDC85A",0.917016989953879,-984.041574104543,-977.698677145142,1.37394966081705,"Human_VIP NDNF",59," std logFC = 1.374"
"PLS3",0.784417758744095,-977.900000460567,-971.573910619482,1.36959094183776,"Human_VIP NDNF",60," std logFC = 1.37"
"TNFAIP8L3",0.483546862144853,-973.314389962654,-967.004829423521,1.36632782551358,"Human_VIP NDNF",61," std logFC = 1.366"
"IL1RAPL2",0.833166271680676,-962.629079007088,-956.335778988826,1.35869506664229,"Human_VIP NDNF",62," std logFC = 1.359"
"KCNIP1",0.927196514133783,-951.223827608957,-944.946527932042,1.35050247057466,"Human_VIP NDNF",63," std logFC = 1.351"
"AC006305",0.0504052794119963,-944.641010948525,-938.379459628578,1.34575217222432,"Human_VIP NDNF",64," std logFC = 1.346"
"VIP",0.252391178352716,-943.224350944058,-936.978303810647,1.34472777814046,"Human_VIP NDNF",65," std logFC = 1.345"
"DLX1",0.307372253534567,-932.477206279493,-926.246426618212,1.33693196309426,"Human_VIP NDNF",66," std logFC = 1.337"
"GAD2",0.761316835968073,-917.911842832251,-911.696101048335,1.32629636261129,"Human_VIP NDNF",67," std logFC = 1.326"
"LINC01416",0.269743246790235,-917.172818884771,-910.97189218664,1.32575454722947,"Human_VIP NDNF",68," std logFC = 1.326"
"SYNPR",0.871916803526384,-911.868189218295,-905.681861319585,1.32185920409287,"Human_VIP NDNF",69," std logFC = 1.322"
"RBMS3",0.79931579560638,-893.085972997123,-886.914033835865,1.30797739288327,"Human_VIP NDNF",70," std logFC = 1.308"
"ARSF",0.262245816594388,-887.784451477683,-881.626696951417,1.30403339795195,"Human_VIP NDNF",71," std logFC = 1.304"
"NAAA",0.529295329174619,-882.506056563705,-876.362288279414,1.30009518957609,"Human_VIP NDNF",72," std logFC = 1.3"
"VSTM2A",0.757148333331274,-875.24087676048,-869.110901798322,1.29465581741151,"Human_VIP NDNF",73," std logFC = 1.295"
"AC004862",0.201932294327737,-874.594174163232,-868.477804853129,1.2941705722666,"Human_VIP NDNF",74," std logFC = 1.294"
"ARHGAP28",0.561846991843873,-868.663958257735,-862.561011967965,1.28971272633271,"Human_VIP NDNF",75," std logFC = 1.29"
"ANKRD50",0.620983983430867,-858.515432148528,-852.425731085507,1.28204933178599,"Human_VIP NDNF",76," std logFC = 1.282"
"BTBD11",0.592627391821737,-856.823547609754,-850.746918628301,1.28076746066371,"Human_VIP NDNF",77," std logFC = 1.281"
"MACC1",0.206770022865439,-828.009879518623,-821.946153942006,1.25874374534961,"Human_VIP NDNF",78," std logFC = 1.259"
"TRMT9B",0.707704188722422,-823.144047886756,-817.093061335916,1.25498783130724,"Human_VIP NDNF",79," std logFC = 1.255"
"KIAA1217",0.821139145552226,-804.869547213379,-798.831139444746,1.24078402319108,"Human_VIP NDNF",80," std logFC = 1.241"
"SORCS3",0.864109785233987,-800.579475398445,-794.553490149811,1.23742680246752,"Human_VIP NDNF",81," std logFC = 1.237"
"BMP3",0.161990385567778,-794.405607866712,-788.391892710669,1.23257993177136,"Human_VIP NDNF",82," std logFC = 1.233"
"ADRA1A",0.732962639583933,-774.202984343007,-768.201390547496,1.21658944289809,"Human_VIP NDNF",83," std logFC = 1.217"
"GNG12-AS1",0.577523194914465,-765.418335774794,-759.428718170331,1.209572710564,"Human_VIP NDNF",84," std logFC = 1.21"
"NECAB2",0.473679040987015,-765.3942491275,-759.416465980683,1.20955341733785,"Human_VIP NDNF",85," std logFC = 1.21"
"AC087457",0.378697464410628,-757.077103778408,-751.111016671354,1.20287357709718,"Human_VIP NDNF",86," std logFC = 1.203"
"DCX",0.664134929228338,-743.303431313325,-737.348905028672,1.19173183871137,"Human_VIP NDNF",87," std logFC = 1.192"
"HCRTR2",0.363969399185674,-739.957007642048,-734.013910053219,1.18900962975529,"Human_VIP NDNF",88," std logFC = 1.189"
"GABRG3",0.813211287524626,-737.452403283868,-731.520605250293,1.18696826484564,"Human_VIP NDNF",89," std logFC = 1.187"
"ELAVL2",0.674673036539054,-723.744164908883,-717.823540175906,1.17573473114934,"Human_VIP NDNF",90," std logFC = 1.176"
"FREM1",0.545594508884372,-702.783394513772,-696.873819616982,1.15835422867336,"Human_VIP NDNF",91," std logFC = 1.158"
"FSTL5",0.822926839419181,-695.405299575389,-689.506653749131,1.15217598912491,"Human_VIP NDNF",92," std logFC = 1.152"
"ARX",0.328876739048915,-691.599111031703,-685.71127612155,1.14897619782232,"Human_VIP NDNF",93," std logFC = 1.149"
"TP53I11",0.344809032656185,-688.379770489506,-682.502630868469,1.14626300409359,"Human_VIP NDNF",94," std logFC = 1.146"
"FRMPD3",0.41153939841917,-686.601650205007,-680.7350926933,1.14476177012203,"Human_VIP NDNF",95," std logFC = 1.145"
"KCNT2",0.78264558532752,-677.844191345834,-671.988105133994,1.1373399947768,"Human_VIP NDNF",96," std logFC = 1.137"
"AP002518",0.473643034520424,-674.814071256008,-668.968347831204,1.13476107212539,"Human_VIP NDNF",97," std logFC = 1.135"
"SLC35F4",0.660284253442083,-669.750912439213,-663.915445514577,1.13043911127163,"Human_VIP NDNF",98," std logFC = 1.13"
"ELAVL4",0.624334124975393,-661.612781511134,-655.787466957962,1.12345854531513,"Human_VIP NDNF",99," std logFC = 1.123"
"ADARB2",0.895605974553817,-654.45035429129,-648.63509007397,1.11727990419983,"Human_VIP NDNF",100," std logFC = 1.117"
"KIT",1.29904862773181,-21306.7645112871,-21296.3440768838,4.43453296526238,"Human_LAMP5 NDNF",1," std logFC = 4.435"
"LINC00298",1.09163964364109,-15082.1476804751,-15072.4203932524,3.59819303246343,"Human_LAMP5 NDNF",2," std logFC = 3.598"
"NDNF",0.501795370171526,-14324.5259973849,-14315.2041752702,3.49139477328858,"Human_LAMP5 NDNF",3," std logFC = 3.491"
"NXPH2",0.854486103277423,-10939.2848874793,-10930.2507474371,2.99256533569437,"Human_LAMP5 NDNF",4," std logFC = 2.993"
"HAPLN1",0.606168815459146,-9446.62158550178,-9437.8105890109,2.757433698501,"Human_LAMP5 NDNF",5," std logFC = 2.757"
"DLX6-AS1",1.32936423684533,-8958.46636188473,-8949.83768695065,2.67782621196961,"Human_LAMP5 NDNF",6," std logFC = 2.678"
"MPPED1",1.04904381499405,-7413.38198779867,-7404.90746354442,2.41479127694496,"Human_LAMP5 NDNF",7," std logFC = 2.415"
"BMP6",0.683724281752393,-7218.79124463473,-7210.45025177311,2.38027152016719,"Human_LAMP5 NDNF",8," std logFC = 2.38"
"CXCL14",0.803210667032979,-7050.25451235525,-7042.03130252928,2.35008451809976,"Human_LAMP5 NDNF",9," std logFC = 2.35"
"GAD1",1.17596570932747,-7003.13317918852,-6995.01532987821,2.34159493355567,"Human_LAMP5 NDNF",10," std logFC = 2.342"
"TACR1",0.944454575783962,-6867.84375484056,-6859.82121571006,2.31709680478153,"Human_LAMP5 NDNF",11," std logFC = 2.317"
"GAD2",1.23709225656032,-6756.63174727836,-6748.69621952484,2.29681777711128,"Human_LAMP5 NDNF",12," std logFC = 2.297"
"PTCHD4",1.1377145555519,-6738.14267443272,-6730.28718938688,2.29343378786713,"Human_LAMP5 NDNF",13," std logFC = 2.293"
"GRIP2",0.817870404190714,-6312.84727205989,-6305.0658949862,2.21455561657024,"Human_LAMP5 NDNF",14," std logFC = 2.215"
"GRIN3A",1.00375314939362,-6022.96452949394,-6015.25214529173,2.15957753369736,"Human_LAMP5 NDNF",15," std logFC = 2.16"
"FRMPD1",0.604901286605358,-5920.24017699255,-5912.59233131148,2.1398414158007,"Human_LAMP5 NDNF",16," std logFC = 2.14"
"PKP2",0.854743791083383,-5898.70521291251,-5891.11799185326,2.13568648743572,"Human_LAMP5 NDNF",17," std logFC = 2.136"
"RPH3A",1.11330871590305,-5783.23860545244,-5775.70854280703,2.1133028454963,"Human_LAMP5 NDNF",18," std logFC = 2.113"
"NXPH1",1.33151424310057,-5581.7078798478,-5574.23188442366,2.07379474999739,"Human_LAMP5 NDNF",19," std logFC = 2.074"
"AC007463",0.194458652162223,-5509.53156130266,-5502.1068591729,2.05950389022181,"Human_LAMP5 NDNF",20," std logFC = 2.06"
"TOX2",0.903861785725619,-5202.82115807785,-5195.44524611226,1.99789459110076,"Human_LAMP5 NDNF",21," std logFC = 1.998"
"ZMAT4",1.07733143224312,-5010.60127256176,-5003.27188061181,1.95851262286617,"Human_LAMP5 NDNF",22," std logFC = 1.959"
"CPLX3",0.260965021292601,-4979.43776027432,-4972.15282008694,1.95206876442613,"Human_LAMP5 NDNF",23," std logFC = 1.952"
"EYA4",0.906727563625169,-4857.02431743107,-4849.78193685811,1.9265910499309,"Human_LAMP5 NDNF",24," std logFC = 1.927"
"IGF1",0.634994163364159,-4770.16649236136,-4762.96493378292,1.90834909797714,"Human_LAMP5 NDNF",25," std logFC = 1.908"
"AC005064",0.427257063029765,-4768.49453840915,-4761.33220054387,1.90799658280835,"Human_LAMP5 NDNF",26," std logFC = 1.908"
"GRIK1",1.22530657349893,-4700.93509359681,-4693.8104960595,1.89370827771633,"Human_LAMP5 NDNF",27," std logFC = 1.894"
"AC137770",0.428479847961691,-4672.33962971029,-4665.25139981716,1.88763436873081,"Human_LAMP5 NDNF",28," std logFC = 1.888"
"KIRREL1",0.660787391707693,-4646.70347149939,-4639.65033292607,1.88217561442627,"Human_LAMP5 NDNF",29," std logFC = 1.882"
"RELN",0.929732437499393,-4532.18981541103,-4525.17057838939,1.85763397762846,"Human_LAMP5 NDNF",30," std logFC = 1.858"
"FGF13",1.13759739340327,-4526.04633730384,-4519.05989010502,1.85630993319396,"Human_LAMP5 NDNF",31," std logFC = 1.856"
"FREM1",0.83846887486234,-4524.11310762905,-4517.15840912855,1.85589312425747,"Human_LAMP5 NDNF",32," std logFC = 1.856"
"ALK",1.19172803842332,-4469.94956311737,-4463.02563627553,1.84418423689402,"Human_LAMP5 NDNF",33," std logFC = 1.844"
"LYPD6",0.730893366669229,-4438.11099736996,-4431.21692349127,1.83727316675855,"Human_LAMP5 NDNF",34," std logFC = 1.837"
"EGFR",1.12355335650479,-4402.48442406774,-4395.61933772592,1.82951462701398,"Human_LAMP5 NDNF",35," std logFC = 1.83"
"LYPD6B",0.650708237541106,-4377.69912353904,-4370.86220807419,1.82410114636992,"Human_LAMP5 NDNF",36," std logFC = 1.824"
"ST8SIA2",0.334195661642854,-4224.13636195888,-4217.32684546822,1.79026242847717,"Human_LAMP5 NDNF",37," std logFC = 1.79"
"PAPSS2",0.492450887542107,-4101.75057759413,-4094.96772935055,1.76291190084602,"Human_LAMP5 NDNF",38," std logFC = 1.763"
"IL1RAPL2",1.01410435553219,-3855.37093061554,-3848.61405785836,1.70675279879007,"Human_LAMP5 NDNF",39," std logFC = 1.707"
"KCNIP1",1.13343592751742,-3842.47441160402,-3835.74285665483,1.70377068584496,"Human_LAMP5 NDNF",40," std logFC = 1.704"
"B3GALT2",0.579793607793852,-3839.58269101229,-3832.87582867569,1.70310142064887,"Human_LAMP5 NDNF",41," std logFC = 1.703"
"SV2C",0.822641628531516,-3719.75978503733,-3713.07702025231,1.67517206942753,"Human_LAMP5 NDNF",42," std logFC = 1.675"
"ARL4C",0.639642730450011,-3699.47261044791,-3692.8133761603,1.67040444886518,"Human_LAMP5 NDNF",43," std logFC = 1.67"
"ENTPD3",0.830899744139943,-3675.04066067625,-3668.40441590686,1.66464747201956,"Human_LAMP5 NDNF",44," std logFC = 1.665"
"KIAA1211",1.05469491499822,-3620.28381500676,-3613.67004309322,1.65168332639659,"Human_LAMP5 NDNF",45," std logFC = 1.652"
"NRIP3",0.658448489491146,-3585.94968176468,-3579.35788875786,1.64351024504153,"Human_LAMP5 NDNF",46," std logFC = 1.644"
"PIP5K1B",1.00986992859265,-3577.8302699309,-3571.2599831293,1.64157240679824,"Human_LAMP5 NDNF",47," std logFC = 1.642"
"POU6F2",0.854275745253647,-3561.72913603249,-3555.17990264009,1.63772382998189,"Human_LAMP5 NDNF",48," std logFC = 1.638"
"SLC6A1-AS1",0.841406907086571,-3453.99482012281,-3447.46620601762,1.61177157761442,"Human_LAMP5 NDNF",49," std logFC = 1.612"
"FSTL5",1.11657159812934,-3450.73725096041,-3444.22883956253,1.61098130514125,"Human_LAMP5 NDNF",50," std logFC = 1.611"
"CCK",0.835451466770298,-3424.59631177138,-3418.1077030008,1.60462757598163,"Human_LAMP5 NDNF",51," std logFC = 1.605"
"MYO16",1.05106388590874,-3421.46767591964,-3414.99848523491,1.60386569746159,"Human_LAMP5 NDNF",52," std logFC = 1.604"
"THSD7B",0.774374149966419,-3360.05164640087,-3353.60150391112,1.58884647048452,"Human_LAMP5 NDNF",53," std logFC = 1.589"
"RBMS3",0.943590204560564,-3348.28290835545,-3341.85145799871,1.5859545143794,"Human_LAMP5 NDNF",54," std logFC = 1.586"
"CCDC85A",1.02438357708823,-3300.0936665169,-3293.68056529882,1.57406527438834,"Human_LAMP5 NDNF",55," std logFC = 1.574"
"SLCO2A1",0.323415023107267,-3265.06694200244,-3258.67185928987,1.56537474519769,"Human_LAMP5 NDNF",56," std logFC = 1.565"
"PTPRT",1.0735996302883,-3231.19492623853,-3224.81754310305,1.5569309531858,"Human_LAMP5 NDNF",57," std logFC = 1.557"
"KCNC2",1.02873780659353,-3163.87537986277,-3157.51538847,1.54003055074665,"Human_LAMP5 NDNF",58," std logFC = 1.54"
"TOX3",0.937820607986861,-3142.80439227849,-3136.46149531909,1.53470764404279,"Human_LAMP5 NDNF",59," std logFC = 1.535"
"NYAP2",0.898857057202731,-3027.35405945273,-3021.02796961164,1.50525316249657,"Human_LAMP5 NDNF",60," std logFC = 1.505"
"UBASH3B",0.841805876090535,-2943.12871942734,-2936.81915888821,1.48344409764174,"Human_LAMP5 NDNF",61," std logFC = 1.483"
"ZNF385D",0.94545504862685,-2925.30647545709,-2919.01317543883,1.47879322806431,"Human_LAMP5 NDNF",62," std logFC = 1.479"
"SCN7A",0.620361536897996,-2878.57502560816,-2872.29772593125,1.46653689943232,"Human_LAMP5 NDNF",63," std logFC = 1.467"
"TCERG1L",0.667294163482741,-2856.80973055903,-2850.54817923908,1.46079769042821,"Human_LAMP5 NDNF",64," std logFC = 1.461"
"PRSS12",0.536757026337056,-2839.42590211058,-2833.17985497716,1.45619953821056,"Human_LAMP5 NDNF",65," std logFC = 1.456"
"RAB3C",0.926456702526695,-2838.46894621026,-2832.23816654898,1.45594604538431,"Human_LAMP5 NDNF",66," std logFC = 1.456"
"PRMT8",0.698424420174282,-2792.72348616519,-2786.50774438128,1.44378262574043,"Human_LAMP5 NDNF",67," std logFC = 1.444"
"PRELID2",0.791823720183889,-2777.45334687398,-2771.25242017585,1.43970224606358,"Human_LAMP5 NDNF",68," std logFC = 1.44"
"VWC2",0.91101952695965,-2704.597565854,-2698.41123795529,1.42009186779133,"Human_LAMP5 NDNF",69," std logFC = 1.42"
"ACADL",0.388734113719319,-2685.05764708903,-2678.88570792777,1.41479150809961,"Human_LAMP5 NDNF",70," std logFC = 1.415"
"TRPC3",0.419351621334874,-2657.584557721,-2651.42680319473,1.40730930615352,"Human_LAMP5 NDNF",71," std logFC = 1.407"
"GOLIM4",0.854391430345521,-2653.88291588047,-2647.73914759618,1.4062984783484,"Human_LAMP5 NDNF",72," std logFC = 1.406"
"MYH11",0.509588731859061,-2618.70269887502,-2612.57272391286,1.39665922057407,"Human_LAMP5 NDNF",73," std logFC = 1.397"
"ADAMTS9-AS2",0.860569313507587,-2603.28052787447,-2597.16415856436,1.39241491495328,"Human_LAMP5 NDNF",74," std logFC = 1.392"
"PMEPA1",0.602593066033029,-2580.8572119031,-2574.75426561333,1.38622322478232,"Human_LAMP5 NDNF",75," std logFC = 1.386"
"LINC02347",0.263720679887221,-2559.16720706498,-2553.07750600196,1.38021050263785,"Human_LAMP5 NDNF",76," std logFC = 1.38"
"SLC6A1",0.989703565356735,-2519.4324400028,-2513.35581102135,1.36913454480357,"Human_LAMP5 NDNF",77," std logFC = 1.369"
"AC087457",0.418691882860198,-2469.01116189764,-2462.94743632102,1.35496347869529,"Human_LAMP5 NDNF",78," std logFC = 1.355"
"ANKRD55",0.65406035387798,-2447.03782923077,-2440.98684267993,1.34874615941024,"Human_LAMP5 NDNF",79," std logFC = 1.349"
"GABRA1",0.787780373584768,-2444.94610187794,-2438.90769410931,1.34815297016879,"Human_LAMP5 NDNF",80," std logFC = 1.348"
"DLX1",0.302896786841936,-2412.40670968561,-2406.38072443698,1.33889486062106,"Human_LAMP5 NDNF",81," std logFC = 1.339"
"MTUS2",0.885664633769748,-2327.15864000127,-2321.14492484523,1.31436283258692,"Human_LAMP5 NDNF",82," std logFC = 1.314"
"MYO3B",0.385476424725994,-2312.83614112346,-2306.83454732795,1.31020069418937,"Human_LAMP5 NDNF",83," std logFC = 1.31"
"BTBD11",0.592674184811127,-2281.01784361299,-2275.02822600852,1.30091131226782,"Human_LAMP5 NDNF",84," std logFC = 1.301"
"UNC13C",0.827594485543914,-2277.64684904579,-2271.66906589897,1.29992363906328,"Human_LAMP5 NDNF",85," std logFC = 1.3"
"NHS",0.782014039092628,-2258.31672867858,-2252.35064157152,1.29424693741825,"Human_LAMP5 NDNF",86," std logFC = 1.294"
"CTXND1",0.553124816287911,-2241.12930901423,-2235.17478272958,1.28918052255089,"Human_LAMP5 NDNF",87," std logFC = 1.289"
"PROX1",0.684575080835189,-2229.60708364951,-2223.66398606068,1.2857739583482,"Human_LAMP5 NDNF",88," std logFC = 1.286"
"RIMBP2",0.801021547834027,-2229.32142580199,-2223.38962776842,1.28568939943043,"Human_LAMP5 NDNF",89," std logFC = 1.286"
"PCDH11Y",0.839443435310928,-2227.73669203356,-2221.81606730058,1.28522020353436,"Human_LAMP5 NDNF",90," std logFC = 1.285"
"SLC35F4",0.737507362811826,-2224.39624922693,-2218.48667433014,1.28423068259534,"Human_LAMP5 NDNF",91," std logFC = 1.284"
"PDSS1",0.561816116331975,-2212.61137998727,-2206.71273416102,1.2807341896156,"Human_LAMP5 NDNF",92," std logFC = 1.281"
"PKNOX2",0.789708139607094,-2204.05433958517,-2198.16650467502,1.27818994590546,"Human_LAMP5 NDNF",93," std logFC = 1.278"
"ADAMTS20",0.255650072687403,-2181.49930141868,-2175.62216179764,1.27146161642157,"Human_LAMP5 NDNF",94," std logFC = 1.271"
"ZNF804B",0.825370533581257,-2168.79134345468,-2162.92478594297,1.26765648554023,"Human_LAMP5 NDNF",95," std logFC = 1.268"
"PID1",0.853335990096592,-2149.50016046888,-2143.64407425704,1.26186025340239,"Human_LAMP5 NDNF",96," std logFC = 1.262"
"PDZRN3",0.85849222408368,-2114.04409265678,-2108.19836923197,1.25114354627173,"Human_LAMP5 NDNF",97," std logFC = 1.251"
"ADRA1A",0.737593257314605,-2083.6073642298,-2077.77189730516,1.24187690300019,"Human_LAMP5 NDNF",98," std logFC = 1.242"
"HPSE2",0.573057425014019,-2024.93558828862,-2019.11027373545,1.22383371535378,"Human_LAMP5 NDNF",99," std logFC = 1.224"
"SFRP1",0.289893375864707,-2014.23142876434,-2008.41616454702,1.22051564888544,"Human_LAMP5 NDNF",100," std logFC = 1.221"
"RANBP3L",1.45101833157597,-24660.9165343687,-24650.4960999654,3.43556365351647,"Human_Astro_2 FGFR3",1," std logFC = 3.436"
"PRDM16",1.22317480013326,-24123.086897684,-24113.3596104612,3.38705832704896,"Human_Astro_2 FGFR3",2," std logFC = 3.387"
"GLI3",1.38639541058778,-23840.3272154089,-23831.0053932943,3.36150699190844,"Human_Astro_2 FGFR3",3," std logFC = 3.362"
"RNF219-AS1",1.58560427824336,-23660.9794204455,-23651.9452804034,3.3452814255272,"Human_Astro_2 FGFR3",4," std logFC = 3.345"
"PAPLN",1.11291126200934,-22781.7936091551,-22772.9826126642,3.26551166950435,"Human_Astro_2 FGFR3",5," std logFC = 3.266"
"SLCO1C1",1.14662419081093,-22201.9039361093,-22193.2752611752,3.21266848753856,"Human_Astro_2 FGFR3",6," std logFC = 3.213"
"MRVI1",1.17111172811875,-20276.3288955409,-20267.8543712866,3.0356343405903,"Human_Astro_2 FGFR3",7," std logFC = 3.036"
