"gene","logFC","log.p.value","log.FDR","std.logFC","cellType.target","rank_marker","anno_logFC"
"MBP",1.13846049407463,-26025.0127288283,-26018.7031682891,2.11504826307525,"Oligodendrocyte",61," std logFC = 2.115"
"CLDND1",1.10813303479418,-25730.0706032294,-25723.7773032111,2.0993310921824,"Oligodendrocyte",62," std logFC = 2.099"
"MYO1E",1.10146152236087,-25546.5175416052,-25540.2402419283,2.08954140328459,"Oligodendrocyte",63," std logFC = 2.09"
"ITGA2",0.964987260454833,-25540.2548647056,-25533.9933133856,2.08920727070522,"Oligodendrocyte",64," std logFC = 2.089"
"KIF6",1.13135640762902,-25448.1156249445,-25441.8695778111,2.08429045970277,"Oligodendrocyte",65," std logFC = 2.084"
"PALM2",1.1913785578514,-25438.5089543091,-25432.2781746478,2.08377772208882,"Oligodendrocyte",66," std logFC = 2.084"
"PRUNE2",1.09991502869682,-25145.1333551873,-25138.9176134033,2.06811016950263,"Oligodendrocyte",67," std logFC = 2.068"
"TTYH2",1.04407522762494,-24777.327453213,-24771.1265265149,2.04844142084734,"Oligodendrocyte",68," std logFC = 2.048"
"ZNF536",1.27133171605693,-24777.2023785084,-24771.0160506097,2.04843472717546,"Oligodendrocyte",69," std logFC = 2.048"
"PLLP",0.982650528553944,-24719.8007646678,-24713.6288255066,2.04536235998905,"Oligodendrocyte",70," std logFC = 2.045"
"ADAMTS18",0.998901159838277,-24574.8686834478,-24568.7109289215,2.03760156638034,"Oligodendrocyte",71," std logFC = 2.038"
"PXK",1.10764727984067,-24566.8799711015,-24560.7362028172,2.03717364320985,"Oligodendrocyte",72," std logFC = 2.037"
"PHLDB1",1.12639002635736,-24487.7197624501,-24481.5897874879,2.03293251746527,"Oligodendrocyte",73," std logFC = 2.033"
"PDE1C",1.21916505000737,-24112.1637161866,-24106.0473468764,2.01279035819336,"Oligodendrocyte",74," std logFC = 2.013"
"MAL",0.981127681666625,-23846.7894528437,-23840.6865065539,1.99853553147513,"Oligodendrocyte",75," std logFC = 1.999"
"AC012593",1.13541690677492,-23563.6958763384,-23557.6061752754,1.98330765773071,"Oligodendrocyte",76," std logFC = 1.983"
"LINC00609",1.17037152719444,-23454.8416503223,-23448.7650213409,1.97744622439239,"Oligodendrocyte",77," std logFC = 1.977"
"FAM124A",1.05596267353819,-23157.6036961247,-23151.539970548,1.96142313266975,"Oligodendrocyte",78," std logFC = 1.961"
"AMER2",1.09886602822978,-23135.7925492802,-23129.7415627294,1.96024631482826,"Oligodendrocyte",79," std logFC = 1.96"
"PIP4K2A",1.10048864084097,-23112.9350081758,-23106.8966004071,1.95901288149357,"Oligodendrocyte",80," std logFC = 1.959"
"GAB1",1.17341426554668,-22986.2088034558,-22980.1828182072,1.95217156105085,"Oligodendrocyte",81," std logFC = 1.952"
"CARNS1",0.866650910639201,-22727.274052313,-22721.260337157,1.93817706034432,"Oligodendrocyte",82," std logFC = 1.938"
"SLC24A2",1.12970784695759,-22663.3630106006,-22657.3614168051,1.934719530723,"Oligodendrocyte",83," std logFC = 1.935"
"ABCA2",1.02081823109537,-22188.8775840319,-22182.8879664275,1.90900680227718,"Oligodendrocyte",84," std logFC = 1.909"
"FGFR2",1.1260785922132,-21960.7939268068,-21954.81614366,1.89661835874472,"Oligodendrocyte",85," std logFC = 1.897"
"SCD",0.981783020515222,-21823.3555379564,-21817.3894508493,1.88914403793403,"Oligodendrocyte",86," std logFC = 1.889"
"GLDN",1.05024959863211,-21775.6101148338,-21769.6555885491,1.88654582218147,"Oligodendrocyte",87," std logFC = 1.887"
"NCKAP5",1.17033740645986,-21472.4664264649,-21466.5233288761,1.87002867223084,"Oligodendrocyte",88," std logFC = 1.87"
"HDAC2-AS2",1.09145228118788,-20957.927182533,-20951.9953844994,1.84190803810854,"Oligodendrocyte",89," std logFC = 1.842"
"RFTN2",1.08481121764871,-20883.7869352093,-20877.8663104763,1.83784686196341,"Oligodendrocyte",90," std logFC = 1.838"
"PLCL1",1.07649377455866,-20555.3999469501,-20549.4903720533,1.81982947996725,"Oligodendrocyte",91," std logFC = 1.82"
"TP53TG5",0.909197240714771,-20492.0574508792,-20486.158805053,1.81634847406015,"Oligodendrocyte",92," std logFC = 1.816"
"SHTN1",0.943387277118094,-20268.2908824448,-20262.4030475346,1.80403627273343,"Oligodendrocyte",93," std logFC = 1.804"
"MAN2A1",1.00396936231585,-20128.911456795,-20123.034317174,1.79635516435539,"Oligodendrocyte",94," std logFC = 1.796"
"RGCC",0.9478770370223,-20113.5928357555,-20107.7262782438,1.79551038818258,"Oligodendrocyte",95," std logFC = 1.796"
"PLA2G16",0.973445123608074,-20071.2090697552,-20065.3529835434,1.79317244889357,"Oligodendrocyte",96," std logFC = 1.793"
"MAG",0.805224348823182,-19941.5847198179,-19935.7389963931,1.78601668296822,"Oligodendrocyte",97," std logFC = 1.786"
"TMEM98",0.786420649145545,-19847.1599291128,-19841.3244621882,1.78079875227357,"Oligodendrocyte",98," std logFC = 1.781"
"DAPK2",0.853520089209573,-19834.0829942763,-19828.2576797231,1.7800757611766,"Oligodendrocyte",99," std logFC = 1.78"
"CPB2-AS1",1.01958673153154,-19811.3901891212,-19805.5749249039,1.77882092496445,"Oligodendrocyte",100," std logFC = 1.779"
"AC004852",1.37885801913747,-49177.4958942964,-49167.0754598931,6.44723515067547,"OPC",1," std logFC = 6.447"
"COL9A1",0.930857668334998,-26320.726631112,-26310.9993438892,4.0940381521633,"OPC",2," std logFC = 4.094"
"FERMT1",0.866412269071847,-23023.9771039236,-23014.6552818089,3.75476284591906,"OPC",3," std logFC = 3.755"
"MYT1",1.2672872748653,-21159.6572396378,-21150.6230995956,3.5601956625386,"OPC",4," std logFC = 3.56"
"BEST3",0.701749958977625,-18706.4426078442,-18697.6316113534,3.29973074878184,"OPC",5," std logFC = 3.3"
"MEGF11",1.51225436083366,-18244.8791037429,-18236.2504288088,3.2500161069606,"OPC",6," std logFC = 3.25"
"VCAN",1.53785640086383,-16515.1901030139,-16506.7155787596,3.06122764746033,"OPC",7," std logFC = 3.061"
"STK32A",1.14734825793269,-16089.4981213661,-16081.1571285045,3.01408478475892,"OPC",8," std logFC = 3.014"
"ITGA8",1.23682526741171,-15605.1323519792,-15596.9091421533,2.96007460432706,"OPC",9," std logFC = 2.96"
"PLPP4",1.18747812232261,-14867.3496671797,-14859.2318178694,2.8769887938525,"OPC",10," std logFC = 2.877"
"PDGFRA",0.61922709719846,-14659.2035678633,-14651.1810287328,2.85335706913037,"OPC",11," std logFC = 2.853"
"SMOC1",1.52644278444892,-14083.2427150227,-14075.3071872691,2.78749357392438,"OPC",12," std logFC = 2.787"
"PLEKHH2",1.00707548959608,-13205.0867120592,-13197.2312270134,2.68562283312786,"OPC",13," std logFC = 2.686"
"COL11A1",1.35060856841811,-12318.6122889563,-12310.8309118826,2.58078803996485,"OPC",14," std logFC = 2.581"
"UST",1.20038065814746,-11663.5026867701,-11655.7903025679,2.5018523778712,"OPC",15," std logFC = 2.502"
"AFAP1L2",0.763636618168024,-11524.4073128846,-11516.7594672035,2.48491772006585,"OPC",16," std logFC = 2.485"
"BLM",0.539567044457436,-10118.2548765893,-10110.6676555301,2.30983373029331,"OPC",17," std logFC = 2.31"
"LHFPL3",1.47410281688913,-9807.65103372189,-9800.12097107648,2.27009817148433,"OPC",18," std logFC = 2.27"
"NXPH1",1.37542774126541,-9551.09961894429,-9543.62362352015,2.23695252453573,"OPC",19," std logFC = 2.237"
"CSPG4",0.382101660019707,-9446.26700539292,-9438.84230326316,2.22332028898266,"OPC",20," std logFC = 2.223"
"CRISPLD2",0.635529623840714,-9014.40899921576,-9007.03308725017,2.16659509883972,"OPC",21," std logFC = 2.167"
"LINC02588",0.834570793474149,-8838.06815555807,-8830.73876360812,2.14315771747471,"OPC",22," std logFC = 2.143"
"TNS3",1.05240395815855,-8825.69439315314,-8818.40945296576,2.14150689950807,"OPC",23," std logFC = 2.142"
"SULF2",0.938875708424528,-8732.03582117697,-8724.79344060401,2.12898466993219,"OPC",24," std logFC = 2.129"
"RAB31",1.16453364520759,-8487.12914118575,-8479.92758260731,2.09600980862808,"OPC",25," std logFC = 2.096"
"KCNJ16",0.391762599953582,-8452.20705301877,-8445.04471515349,2.09127993560232,"OPC",26," std logFC = 2.091"
"ASIC4",0.407246934523518,-8358.48302866785,-8351.35843113055,2.07855060959594,"OPC",27," std logFC = 2.079"
"VCAN-AS1",0.464164635808122,-8307.06216968973,-8299.9739397966,2.0715446688736,"OPC",28," std logFC = 2.072"
"PXDN",0.633505596195069,-8226.58111459832,-8219.527976025,2.06054742131708,"OPC",29," std logFC = 2.061"
"C1QL1",0.453590612822498,-8158.95708063686,-8151.93784361522,2.05127645039572,"OPC",30," std logFC = 2.051"
"VIPR2",0.454671999886877,-8026.0624628428,-8019.07601564398,2.03297423031973,"OPC",31," std logFC = 2.033"
"MIR3681HG",0.566422691803393,-8006.64085504203,-7999.68615654152,2.03029014019438,"OPC",32," std logFC = 2.03"
"ARHGAP42",1.00062161250579,-7924.2905671643,-7917.36664032246,2.01888229200798,"OPC",33," std logFC = 2.019"
"SOX6",1.36238773934003,-7870.16663024175,-7863.27255636306,2.01136058469658,"OPC",34," std logFC = 2.011"
"LINC00511",1.2455082800183,-7826.61438663066,-7819.74930028885,2.00529403811499,"OPC",35," std logFC = 2.005"
"GPR17",0.343888185294423,-7782.87787411337,-7776.04095864852,1.99918912318197,"OPC",36," std logFC = 1.999"
"ARHGAP31",1.01717956818429,-7763.20420542275,-7756.39468893209,1.99643881213538,"OPC",37," std logFC = 1.996"
"BCAN",0.836652223938802,-7640.62541105842,-7633.84256281484,1.97924344961298,"OPC",38," std logFC = 1.979"
"GRIK1",1.23712501685265,-7598.84989218101,-7592.09301942383,1.97335951933439,"OPC",39," std logFC = 1.973"
"PRRX1",0.794865853993224,-7534.46884904134,-7527.73729409215,1.96426773076603,"OPC",40," std logFC = 1.964"
"SLC22A3",0.510064997381873,-7317.83364250504,-7311.12678016844,1.93345623306213,"OPC",41," std logFC = 1.933"
"ADAMTS17",1.15661304329295,-7285.27342960686,-7278.59066482184,1.92879543338727,"OPC",42," std logFC = 1.929"
"TMEM163",1.04338516283071,-7248.74992615384,-7242.09069186623,1.92355782798303,"OPC",43," std logFC = 1.924"
"NTN1",0.642722654576834,-7037.23487807318,-7030.59863330379,1.89302421018035,"OPC",44," std logFC = 1.893"
"BCHE",0.717065154612291,-6985.58532638286,-6978.97155446933,1.8855147802201,"OPC",45," std logFC = 1.886"
"CCDC50",1.04418331312998,-6920.93977698385,-6914.34798397703,1.87608548367705,"OPC",46," std logFC = 1.876"
"ATP2C2",0.58812584141072,-6895.15748974187,-6888.58720294028,1.87231531980527,"OPC",47," std logFC = 1.872"
"SPRY4",0.461158784193127,-6893.82202830784,-6887.27279491544,1.87211988525594,"OPC",48," std logFC = 1.872"
"STK32B",0.762665692056716,-6889.02873571117,-6882.50012160597,1.87141830243884,"OPC",49," std logFC = 1.871"
"AL445250",1.15678836939582,-6864.65431425953,-6858.14590286165,1.86784773678817,"OPC",50," std logFC = 1.868"
"APCDD1",0.913551933240236,-6807.87094460205,-6801.38233583147,1.85951045313495,"OPC",51," std logFC = 1.86"
"POU6F2",0.934621471007823,-6782.69271302671,-6776.22352234198,1.855804962684,"OPC",52," std logFC = 1.856"
"XYLT1",1.19457326236247,-6700.99951200059,-6694.54936951084,1.84374497559937,"OPC",53," std logFC = 1.844"
"HIF3A",1.14862625399771,-6642.88038149309,-6636.44893113635,1.8351300529084,"OPC",54," std logFC = 1.835"
"PROM1",0.351479763768126,-6466.30806262971,-6459.89496141164,1.80877334017421,"OPC",55," std logFC = 1.809"
"AL353784",0.625309194686312,-6402.74066256367,-6396.34557985109,1.7992153491628,"OPC",56," std logFC = 1.799"
"GPNMB",0.351672335495189,-6391.16674060081,-6384.78935746534,1.79747105705646,"OPC",57," std logFC = 1.797"
"GFRA1",0.651589801582482,-6307.8322036376,-6301.47221224484,1.78487457990712,"OPC",58," std logFC = 1.785"
"AC124254",0.524071404711116,-6188.38376955576,-6182.04087259636,1.76670311909663,"OPC",59," std logFC = 1.767"
"MPPED2",1.05466649421927,-6114.72402052715,-6108.39793068607,1.75542750227409,"OPC",60," std logFC = 1.755"
"TNR",1.17116289696153,-6048.99169776302,-6042.68213722389,1.74531931584255,"OPC",61," std logFC = 1.745"
"NTNG1",1.02328905062377,-5955.40173887378,-5949.10843885552,1.73085065805428,"OPC",62," std logFC = 1.731"
"PDZRN4",1.11778654255152,-5941.55964684856,-5935.28234717165,1.72870296373527,"OPC",63," std logFC = 1.729"
"KCNIP1",1.12252709734112,-5924.99234121558,-5918.73078989563,1.72612977553673,"OPC",64," std logFC = 1.726"
"SEMA5A",1.15860167376922,-5909.82770700743,-5903.58165987402,1.72377189641631,"OPC",65," std logFC = 1.724"
"CHST11",1.15106787183024,-5863.81499121915,-5857.58421155787,1.71660256658104,"OPC",66," std logFC = 1.717"
"CALCRL",0.786034554093927,-5829.60918499749,-5823.39344321358,1.71125811793717,"OPC",67," std logFC = 1.711"
"AP005433",0.593025595534488,-5813.98975092114,-5807.78882422301,1.70881344814712,"OPC",68," std logFC = 1.709"
"ETV5",0.722497653757094,-5812.28950138929,-5806.10317349058,1.70854717346414,"OPC",69," std logFC = 1.709"
"CMYA5",0.760412910929014,-5681.6394702828,-5675.46753112155,1.6879904436307,"OPC",70," std logFC = 1.688"
"PTPRZ1",1.16110389605857,-5636.27335756177,-5630.11560303551,1.68080748716696,"OPC",71," std logFC = 1.681"
"CA10",1.1585843572043,-5515.88011955585,-5509.73635127156,1.66162963380242,"OPC",72," std logFC = 1.662"
"PCDH15",1.19211052653041,-5480.77495430285,-5474.64497934069,1.65600535973169,"OPC",73," std logFC = 1.656"
"MAP3K1",0.842684925678505,-5355.04143037019,-5348.92506106008,1.63573847778487,"OPC",74," std logFC = 1.636"
"LINC02223",0.795446955400461,-5305.71449783026,-5299.61155154049,1.6277339409682,"OPC",75," std logFC = 1.628"
"AL392023",0.925766550355055,-5287.86020223083,-5281.77050116781,1.62482904481749,"OPC",76," std logFC = 1.625"
"LINC02058",0.238002763071417,-5222.52958046642,-5216.45295148496,1.61416490041864,"OPC",77," std logFC = 1.614"
"ATP13A4",0.981349859264917,-5202.80843483798,-5196.74470926136,1.61093488063766,"OPC",78," std logFC = 1.611"
"SPSB4",0.308714709238745,-5192.24007432343,-5186.18908777259,1.60920185122399,"OPC",79," std logFC = 1.609"
"PRKG2",0.719910432227811,-5186.13534401918,-5180.09693625055,1.60820011181948,"OPC",80," std logFC = 1.608"
"DGKG",1.07753071418721,-5154.59611276538,-5148.57012751675,1.60301692788746,"OPC",81," std logFC = 1.603"
"LINC02283",0.309201620169566,-5147.19704262183,-5141.18332746579,1.60179904745926,"OPC",82," std logFC = 1.602"
"FGFR1",0.788050317504499,-5123.16794337199,-5117.16634957648,1.59783883668874,"OPC",83," std logFC = 1.598"
"MMP16",1.06390644043722,-5116.09298405893,-5110.10336645446,1.59667134479926,"OPC",84," std logFC = 1.597"
"DCC",1.15553238576847,-5113.00144455488,-5107.02366140807,1.59616097531202,"OPC",85," std logFC = 1.596"
"LRRK2",0.902093533029142,-5087.90025021328,-5081.93416310623,1.59201234394206,"OPC",86," std logFC = 1.592"
"DISC1",0.997924322751782,-5058.100193458,-5052.14566717335,1.58707598595305,"OPC",87," std logFC = 1.587"
"BMP7",0.6869924906454,-4952.39913845294,-4946.45604086411,1.56946768445472,"OPC",88," std logFC = 1.569"
"ITPR2",1.1197104928519,-4939.71238609742,-4933.78058806384,1.56734370298506,"OPC",89," std logFC = 1.567"
"TMEM132C",1.0594905095221,-4901.24520474299,-4895.32458001002,1.56088957719037,"OPC",90," std logFC = 1.561"
"KIF26B",0.918046848413052,-4880.54944466879,-4874.639869772,1.55740837296022,"OPC",91," std logFC = 1.557"
"LUZP2",1.06625119017186,-4846.27946375322,-4840.38081792697,1.55163016811268,"OPC",92," std logFC = 1.552"
"TNK2",0.849655164634014,-4815.86148913748,-4809.97365422732,1.54648699692,"OPC",93," std logFC = 1.546"
"LRMDA",1.06193013290725,-4775.40431318314,-4769.5271735621,1.53962506478444,"OPC",94," std logFC = 1.54"
"KIAA1217",0.965833049930036,-4673.94743927278,-4668.08088176108,1.52230794539392,"OPC",95," std logFC = 1.522"
"IGSF21",0.791953192202345,-4624.72585034206,-4618.86976413022,1.51384918257259,"OPC",96," std logFC = 1.514"
"NCALD",0.98490255578215,-4549.84400887891,-4543.99828545411,1.5009068824902,"OPC",97," std logFC = 1.501"
"DSCAM",1.03928831037245,-4495.0786339337,-4489.24316700906,1.49138386200239,"OPC",98," std logFC = 1.491"
"SLC35F1",1.00381234128492,-4382.78875174023,-4376.96343718706,1.47170151238896,"OPC",99," std logFC = 1.472"
"KLHL1",0.653966555430042,-4373.54714313629,-4367.73187891897,1.4700720569866,"OPC",100," std logFC = 1.47"
"APBB1IP",1.50152887244155,-13013.68155202,-13003.2611176167,4.78555188623286,"Microglia",1," std logFC = 4.786"
"CSF1R",1.38796442050958,-12867.148729966,-12857.4214427432,4.75454282020598,"Microglia",2," std logFC = 4.755"
"SYK",1.23298305060219,-12232.7824896964,-12223.4606675817,4.61907264143595,"Microglia",3," std logFC = 4.619"
"FYB1",1.39409689719659,-12088.9070591148,-12079.8729190726,4.58805680656278,"Microglia",4," std logFC = 4.588"
"ADAM28",1.5480260522336,-12040.0509117866,-12031.2399152957,4.57749912902676,"Microglia",5," std logFC = 4.577"
"CD86",1.09833069814307,-11936.6570189102,-11928.0283439761,4.55511259988383,"Microglia",6," std logFC = 4.555"
"PIK3R5",1.10230548738019,-11916.9780737075,-11908.5035494533,4.55084503637235,"Microglia",7," std logFC = 4.551"
"TLR2",1.30833042557881,-11909.9182890122,-11901.5772961506,4.54931352707375,"Microglia",8," std logFC = 4.549"
"PTPRC",1.32219405476705,-11904.4968256643,-11896.2736158383,4.54813723591958,"Microglia",9," std logFC = 4.548"
"WDFY4",1.10242317970405,-11767.9672980332,-11759.8494487229,4.51845968543627,"Microglia",10," std logFC = 4.518"
"MRC1",1.16872389602736,-11409.0598319279,-11401.0372927973,4.43992661273976,"Microglia",11," std logFC = 4.44"
"DOCK8",1.62020571791703,-11402.9289602344,-11394.9934324808,4.43857841996138,"Microglia",12," std logFC = 4.439"
"RHBDF2",1.19655000352244,-11090.4750698085,-11082.6195847626,4.36956030023353,"Microglia",13," std logFC = 4.37"
"AC068992",1.24742837962492,-10950.4894356942,-10942.7080586205,4.33843721529939,"Microglia",14," std logFC = 4.338"
"CSF3R",1.01679823295969,-10607.2259656159,-10599.5135814137,4.26156700352446,"Microglia",15," std logFC = 4.262"
"INPP5D",1.44769620181106,-10502.8663517679,-10495.2185060869,4.23803593506104,"Microglia",16," std logFC = 4.238"
"MSR1",1.24692598511376,-10401.5888323954,-10394.0016113362,4.21512580392816,"Microglia",17," std logFC = 4.215"
"HCLS1",1.00240032474719,-10188.7819486788,-10181.2518860334,4.1667430077096,"Microglia",18," std logFC = 4.167"
"BLNK",1.05145271866938,-10020.8663035912,-10013.390308167,4.12832688001477,"Microglia",19," std logFC = 4.128"
"IKZF1",0.984395709847831,-9862.65098469641,-9855.22628256665,4.09193029493496,"Microglia",20," std logFC = 4.092"
"FGD2",0.843557328154145,-9507.5051539909,-9500.12924202531,4.00949527268864,"Microglia",21," std logFC = 4.009"
"RGS10",0.851663693284424,-9445.96272375581,-9438.63333180586,3.99510309299374,"Microglia",22," std logFC = 3.995"
"FLI1",1.26886778591066,-9422.54707603944,-9415.26213585207,3.98961861409279,"Microglia",23," std logFC = 3.99"
"TBXAS1",1.5494478030574,-9413.73582192597,-9406.49344135301,3.98755359027302,"Microglia",24," std logFC = 3.988"
"CSF2RA",0.975817608819961,-9356.9900283404,-9349.78846976196,3.97423836189524,"Microglia",25," std logFC = 3.974"
"SLCO2B1",1.47248675039914,-9262.24907917677,-9255.08674131149,3.95194467921542,"Microglia",26," std logFC = 3.952"
"LY86",1.00873826361133,-9260.92727341063,-9253.80267587332,3.95163307958367,"Microglia",27," std logFC = 3.952"
"NCKAP1L",0.918843010334685,-8994.93400326447,-8987.84577337134,3.88860579119553,"Microglia",28," std logFC = 3.889"
"RBM47",1.18558220282417,-8920.93782360522,-8913.8846850319,3.87095565056445,"Microglia",29," std logFC = 3.871"
"ARHGAP15",1.4499995244286,-8720.00916017581,-8712.98992315416,3.82276314580541,"Microglia",30," std logFC = 3.823"
"AL139125",0.702035054805805,-8669.59746172463,-8662.61101452581,3.8106097477138,"Microglia",31," std logFC = 3.811"
"RCSD1",1.10756877294028,-8426.56416603004,-8419.60946752953,3.75165660415074,"Microglia",32," std logFC = 3.752"
"CMKLR1",0.768705822768833,-8333.73139299529,-8326.80746615345,3.72897548013825,"Microglia",33," std logFC = 3.729"
"IL18",0.899193260608483,-8201.31804196629,-8194.4239680876,3.69646344601525,"Microglia",34," std logFC = 3.696"
"TMEM156",0.942000152306822,-8091.230599505,-8084.36551316318,3.66928614026304,"Microglia",35," std logFC = 3.669"
"SP100",1.12626311362123,-8030.33118347987,-8023.49426801502,3.6541932964822,"Microglia",36," std logFC = 3.654"
"CD53",0.791741203998447,-7970.97686832786,-7964.1673518372,3.6394425530619,"Microglia",37," std logFC = 3.639"
"CPED1",1.16651692092516,-7955.57986236161,-7948.79701411803,3.63560943951662,"Microglia",38," std logFC = 3.636"
"PALD1",1.28042803779222,-7837.44764238083,-7830.69076962365,3.60610782400651,"Microglia",39," std logFC = 3.606"
"AL034397",0.634234329002018,-7704.0670563888,-7697.33550143961,3.57259786550258,"Microglia",40," std logFC = 3.573"
"TFEC",0.762658002999498,-7627.69367396303,-7620.98681162643,3.55331217355007,"Microglia",41," std logFC = 3.553"
"LYN",1.09551801571804,-7522.57868361355,-7515.89591882853,3.52664926804741,"Microglia",42," std logFC = 3.527"
"ARHGAP25",0.973574394155605,-7506.25605891855,-7499.59682463094,3.52249636521186,"Microglia",43," std logFC = 3.522"
"ITGAX",0.657586223836731,-7420.59665622936,-7413.96041145997,3.50064599980709,"Microglia",44," std logFC = 3.501"
"IL10RA",0.699004380786141,-7383.2462192974,-7376.63244738386,3.49108852803691,"Microglia",45," std logFC = 3.491"
"ALOX5",0.966379410284683,-7284.42309113277,-7277.83129812595,3.46571176584381,"Microglia",46," std logFC = 3.466"
"TGFBR2",1.05721659829744,-7157.73800582355,-7151.16771902196,3.43298696255658,"Microglia",47," std logFC = 3.433"
"AC074327",0.834066986307533,-7072.3028889203,-7065.7536555279,3.41079201840942,"Microglia",48," std logFC = 3.411"
"LINC02232",0.838270451035552,-7006.32464725637,-6999.79603315117,3.39358091164273,"Microglia",49," std logFC = 3.394"
"C3",0.928355064984809,-6916.16115422211,-6909.65274282423,3.36995910902771,"Microglia",50," std logFC = 3.37"
"FAM177B",0.673358540736478,-6898.12137327491,-6891.63276450433,3.36521859087682,"Microglia",51," std logFC = 3.365"
"SLC2A5",0.855299345792439,-6800.1620039435,-6793.69281325877,3.33939203607062,"Microglia",52," std logFC = 3.339"
"IRAK3",1.1857312813262,-6667.14543946259,-6660.69529697284,3.30408919136379,"Microglia",53," std logFC = 3.304"
"SIGLEC8",0.533696055040931,-6639.19817502633,-6632.76672466958,3.29663699275661,"Microglia",54," std logFC = 3.297"
"AC079015",0.559678936736144,-6578.62881533052,-6572.21571411244,3.28044362248894,"Microglia",55," std logFC = 3.28"
"RGS1",0.656603666916588,-6498.83484638034,-6492.43976366777,3.25902062474385,"Microglia",56," std logFC = 3.259"
"CX3CR1",0.564183879167498,-6492.58670834313,-6486.20932520766,3.25733876348801,"Microglia",57," std logFC = 3.257"
"TAL1",0.561017138834407,-6462.83093747847,-6456.47094608571,3.24932037433266,"Microglia",58," std logFC = 3.249"
"BNC2",1.12318400272643,-6171.98193108657,-6165.63903412717,3.17015716754686,"Microglia",59," std logFC = 3.17"
"TNFRSF1B",0.719173664155444,-6072.03020677002,-6065.70411692893,3.14261022274907,"Microglia",60," std logFC = 3.143"
"RUNX1",1.40005864303694,-6034.50858785982,-6028.19902732069,3.13222224937976,"Microglia",61," std logFC = 3.132"
"IL13RA1",0.981259859257235,-5983.16093270352,-5976.86763268526,3.11796427271863,"Microglia",62," std logFC = 3.118"
"PIK3AP1",0.706915228286477,-5982.42519455942,-5976.1478948825,3.11775961891804,"Microglia",63," std logFC = 3.118"
"RIN3",1.22652285982064,-5787.82098288042,-5781.55943156047,3.06326548520526,"Microglia",64," std logFC = 3.063"
"CD84",0.495032503500042,-5736.25368837896,-5730.00764124555,3.04870135855789,"Microglia",65," std logFC = 3.049"
"DOCK2",1.3414817446069,-5566.75474862284,-5560.52396896156,3.00044925910158,"Microglia",66," std logFC = 3"
"GAB3",0.711393618494589,-5545.20647269799,-5538.99073091408,2.99427220416279,"Microglia",67," std logFC = 2.994"
"KLHL6",0.530902098876638,-5370.48233659667,-5364.28140989854,2.94381604032107,"Microglia",68," std logFC = 2.944"
"HCK",0.685720280278415,-5343.72755565384,-5337.54122775513,2.93603051003546,"Microglia",69," std logFC = 2.936"
"DLEU7-AS1",0.970600458752148,-5296.05555146212,-5289.88361230087,2.92211807746933,"Microglia",70," std logFC = 2.922"
"TRIM38",0.541650028228385,-5273.07515662993,-5266.91740210367,2.91539303669418,"Microglia",71," std logFC = 2.915"
"MYO1F",0.903162837435995,-5158.90281773218,-5152.75904944789,2.88179929537885,"Microglia",72," std logFC = 2.882"
"TLR1",0.663007497487579,-5115.61538248775,-5109.48540752559,2.86898178246497,"Microglia",73," std logFC = 2.869"
"LINC00996",0.413601473320141,-5010.43309553946,-5004.31672622936,2.83764690035156,"Microglia",74," std logFC = 2.838"
"LPAR6",0.866510583371615,-4870.83578518767,-4864.7328388979,2.79563031372907,"Microglia",75," std logFC = 2.796"
"CIITA",0.687375660829839,-4814.13821837667,-4808.04851731365,2.77842083710394,"Microglia",76," std logFC = 2.778"
"P2RY12",0.937176321610718,-4791.66951510514,-4785.59288612369,2.7715772459517,"Microglia",77," std logFC = 2.772"
"HLA-DMB",0.396862000408407,-4741.84731288218,-4735.78358730556,2.75635367590533,"Microglia",78," std logFC = 2.756"
"CARD11",0.597031767991561,-4658.32422379952,-4652.27323724868,2.73067970556718,"Microglia",79," std logFC = 2.731"
"AP003481",0.706360611065885,-4632.40700430216,-4626.36859653353,2.72267344008598,"Microglia",80," std logFC = 2.723"
"LINC01268",0.400047151131285,-4623.77593265832,-4617.74994740968,2.72000293371321,"Microglia",81," std logFC = 2.72"
"GIMAP8",0.450245228799113,-4613.78267258248,-4607.76895742643,2.71690830849769,"Microglia",82," std logFC = 2.717"
"LCP2",0.513039795279101,-4532.34000863135,-4526.33841483584,2.69158061152181,"Microglia",83," std logFC = 2.692"
"MMRN1",0.376999024171015,-4517.53673115709,-4511.54711355263,2.68695619388395,"Microglia",84," std logFC = 2.687"
"SLC11A1",0.717254190949579,-4512.16783451245,-4506.19005136563,2.68527739825669,"Microglia",85," std logFC = 2.685"
"LAPTM5",0.523058527487967,-4473.69037705026,-4467.72428994321,2.67322084752671,"Microglia",86," std logFC = 2.673"
"FCGR2A",0.476565468957462,-4453.54060275104,-4447.58607646638,2.66688941778173,"Microglia",87," std logFC = 2.667"
"SH3TC1",0.508326938374232,-4425.43445737192,-4419.4913597831,2.6580374325247,"Microglia",88," std logFC = 2.658"
"CLEC7A",0.408057167233088,-4358.78758502217,-4352.85578698859,2.63695024635893,"Microglia",89," std logFC = 2.637"
"AC008691",1.06312224620933,-4322.57580976052,-4316.65518502755,2.62543473351263,"Microglia",90," std logFC = 2.625"
"ITGAM",0.576310844191289,-4263.94504766056,-4258.03547276377,2.60670149369674,"Microglia",91," std logFC = 2.607"
