"gene","cellType.target","mean.target","cellType","mean","ratio","rank_ratio","anno_ratio"
"HNRNPK","Endothelial",0.792678629069892,"Oligodendrocyte",0.534832238645072,1.48210704552523,76,"Endothelial/Oligodendrocyte: 1.482"
"RPL13","Endothelial",1.31260256927997,"Microglia",0.887600229664998,1.47882179996211,77,"Endothelial/Microglia: 1.479"
"MT-CO3","Endothelial",1.68548335605922,"Oligodendrocyte",1.14041642755244,1.47795429400873,78,"Endothelial/Oligodendrocyte: 1.478"
"STOM","Endothelial",0.783521208226483,"Astrocyte",0.532074664999928,1.47257755305186,79,"Endothelial/Astrocyte: 1.473"
"MT-CO1","Endothelial",1.64355199237145,"Oligodendrocyte",1.12110382733072,1.46601229279954,80,"Endothelial/Oligodendrocyte: 1.466"
"RPL37","Endothelial",0.778863714371626,"ExN",0.532060265391481,1.46386371062412,81,"Endothelial/ExN: 1.464"
"MT-CO2","Endothelial",1.51263151170114,"Oligodendrocyte",1.03496440803374,1.4615299810888,82,"Endothelial/Oligodendrocyte: 1.462"
"B2M","Endothelial",0.909496681366476,"Microglia",0.622927146378425,1.46003699895583,83,"Endothelial/Microglia: 1.46"
"PKM","Endothelial",0.849152928899392,"ExN",0.581617240202188,1.45998582951943,84,"Endothelial/ExN: 1.46"
"FTL","Endothelial",1.43979607091509,"Oligodendrocyte",1.00066978026565,1.4388323693885,85,"Endothelial/Oligodendrocyte: 1.439"
"CST3","Endothelial",1.49756621918936,"Astrocyte",1.04744157042583,1.42973723926246,86,"Endothelial/Astrocyte: 1.43"
"SELENOW","Endothelial",1.05327980473042,"Oligodendrocyte",0.736744728908667,1.4296400956823,87,"Endothelial/Oligodendrocyte: 1.43"
"EIF4A2","Endothelial",0.824881201740418,"ExN",0.58430949811759,1.41171965268039,88,"Endothelial/ExN: 1.412"
"YWHAB","Endothelial",0.987371019718903,"ExN",0.700174005391778,1.41017948697828,89,"Endothelial/ExN: 1.41"
"MORF4L1","Endothelial",0.891052804503431,"ExN",0.640230742290379,1.39176822611759,90,"Endothelial/ExN: 1.392"
"TIMP3","Endothelial",0.99679748218542,"Astrocyte",0.719169367200752,1.38603996172041,91,"Endothelial/Astrocyte: 1.386"
"CD81","Endothelial",0.911012552625353,"OPC",0.659341135206257,1.38170137426716,92,"Endothelial/OPC: 1.382"
"CAMK2N1","Endothelial",1.1276931052512,"Oligodendrocyte",0.817536704417167,1.37937917546484,93,"Endothelial/Oligodendrocyte: 1.379"
"NRGN","Endothelial",0.820506531194903,"ExN",0.607752356341802,1.35006721509681,94,"Endothelial/ExN: 1.35"
"YWHAE","Endothelial",1.00083320452121,"Microglia",0.749686343404211,1.33500258251547,95,"Endothelial/Microglia: 1.335"
"MT3","Endothelial",1.43924327112207,"Astrocyte",1.08556132839934,1.32580558414349,96,"Endothelial/Astrocyte: 1.326"
"FAM107A","Endothelial",1.41248076889482,"Astrocyte",1.06718034670946,1.32356332577718,97,"Endothelial/Astrocyte: 1.324"
"ENO1","Endothelial",0.815222894187468,"Astrocyte",0.617321222878825,1.32058135047706,98,"Endothelial/Astrocyte: 1.321"
"GNAS","Endothelial",1.22645608790855,"Microglia",0.930547220653238,1.31799446679082,99,"Endothelial/Microglia: 1.318"
"AKAP12","Endothelial",0.794388652465537,"OPC",0.611834349997272,1.29837210426168,100,"Endothelial/OPC: 1.298"
"LINC02346","ExN",0.533910329340587,"Endothelial",0.0583915750250947,9.14361924834413,1,"ExN/Endothelial: 9.144"
"NWD2","ExN",0.846676339929623,"InN",0.166317799340312,5.09071394215115,2,"ExN/InN: 5.091"
"LY86-AS1","ExN",0.655328563207309,"Microglia",0.133995893482048,4.8906615432592,3,"ExN/Microglia: 4.891"
"MLIP","ExN",0.914913026591387,"Endothelial",0.204873452705049,4.46574709661659,4,"ExN/Endothelial: 4.466"
"PTGER3","ExN",0.712198683447779,"Endothelial",0.163143200030641,4.36548187919579,5,"ExN/Endothelial: 4.365"
"ADAMTS3","ExN",0.819805269269249,"InN",0.194194815127095,4.22156105832541,6,"ExN/InN: 4.222"
"MFSD4A","ExN",0.629538128187188,"InN",0.178504654892932,3.526732278017,7,"ExN/InN: 3.527"
"STYK1","ExN",0.483047590643123,"InN",0.150697119885481,3.20542018991606,8,"ExN/InN: 3.205"
"SLC26A4","ExN",0.666131914892303,"InN",0.210053055984723,3.17125552765464,9,"ExN/InN: 3.171"
"SEMA3D","ExN",0.711946635805519,"Endothelial",0.232074515719866,3.06775017324565,10,"ExN/Endothelial: 3.068"
"AC106795.3","ExN",0.638325114362625,"InN",0.208688883555728,3.05874037699841,11,"ExN/InN: 3.059"
"TG","ExN",0.693694034572997,"Microglia",0.228602784755069,3.03449511919217,12,"ExN/Microglia: 3.034"
"C3orf67-AS1","ExN",0.803681528624055,"InN",0.278159189952708,2.88928627078867,13,"ExN/InN: 2.889"
"SV2B","ExN",1.28346855668806,"Endothelial",0.452634492608131,2.83555181420791,14,"ExN/Endothelial: 2.836"
"MIR2052HG","ExN",0.856975245673866,"InN",0.30342143888958,2.82437275628942,15,"ExN/InN: 2.824"
"AL591501.1","ExN",0.721973644315149,"InN",0.256967481621301,2.80959146955075,16,"ExN/InN: 2.81"
"PTH2R","ExN",0.698497234554078,"InN",0.251974234167256,2.77209785699926,17,"ExN/InN: 2.772"
"SLC17A7","ExN",0.562749116445281,"Endothelial",0.206410223092867,2.72636261912324,18,"ExN/Endothelial: 2.726"
"RTN4RL1","ExN",0.524859420434274,"InN",0.196219106966546,2.67486397501421,19,"ExN/InN: 2.675"
"KCNH3","ExN",0.588706169103078,"InN",0.220260693323072,2.67276998097695,20,"ExN/InN: 2.673"
"LINC00276","ExN",0.776304222680309,"InN",0.290472334937574,2.67255820712546,21,"ExN/InN: 2.673"
"SAMD3","ExN",0.639574420945213,"InN",0.244347949729264,2.61747406374335,22,"ExN/InN: 2.617"
"ANKRD33B","ExN",0.882250801003752,"Endothelial",0.343161023813993,2.57095281742127,23,"ExN/Endothelial: 2.571"
"LINC01197","ExN",0.894111908609329,"InN",0.360430939412481,2.48067468921167,24,"ExN/InN: 2.481"
"CNTN6","ExN",0.583505670932532,"OPC",0.235694259183686,2.47568894106064,25,"ExN/OPC: 2.476"
"CYTOR","ExN",0.556014156070298,"InN",0.225196670230361,2.4690158850996,26,"ExN/InN: 2.469"
"SLC22A10","ExN",0.671895931677505,"InN",0.274034511934212,2.45186610596993,27,"ExN/InN: 2.452"
"KCNC4","ExN",0.50036907741641,"Endothelial",0.209189641583484,2.39194002929022,28,"ExN/Endothelial: 2.392"
"ZNF831","ExN",0.736813431808438,"InN",0.310157042533774,2.3756140624413,29,"ExN/InN: 2.376"
"MIR222HG","ExN",0.879130636444909,"InN",0.371497312060798,2.36645221352512,30,"ExN/InN: 2.366"
"CCBE1","ExN",0.791833874865832,"InN",0.33660509517425,2.35241202886702,31,"ExN/InN: 2.352"
"SIDT1","ExN",1.08789353520453,"InN",0.475940410491792,2.28577677209717,32,"ExN/InN: 2.286"
"CCDC144NL-AS1","ExN",0.656143092618117,"InN",0.287261379500769,2.28413263822108,33,"ExN/InN: 2.284"
"SCPEP1","ExN",0.742631149629345,"InN",0.325869927540509,2.2789189393275,34,"ExN/InN: 2.279"
"AC011287.1","ExN",1.21881907023761,"Endothelial",0.535986612441954,2.27397297235592,35,"ExN/Endothelial: 2.274"
"AC008574.1","ExN",0.781942722448513,"InN",0.344197536339736,2.27178477441717,36,"ExN/InN: 2.272"
"AC005162.3","ExN",0.797402968489058,"Astrocyte",0.35349859375979,2.25574580087555,37,"ExN/Astrocyte: 2.256"
"KCNK1","ExN",0.889921079475828,"InN",0.394777434485329,2.25423492261157,38,"ExN/InN: 2.254"
"INHBA-AS1","ExN",0.669099432592471,"InN",0.29809011852587,2.24462131083491,39,"ExN/InN: 2.245"
"SYT7","ExN",0.786733363830828,"InN",0.362435831450978,2.17068318185102,40,"ExN/InN: 2.171"
"FAM160A1","ExN",0.586623187600234,"InN",0.27321203454982,2.14713524082799,41,"ExN/InN: 2.147"
"PVT1","ExN",0.586365584452942,"OPC",0.273650935125781,2.14275015790984,42,"ExN/OPC: 2.143"
"HTR2A","ExN",0.554884854207552,"InN",0.261676773298403,2.12049715843442,43,"ExN/InN: 2.12"
"ARHGEF28","ExN",1.09960223077354,"InN",0.521313343987512,2.10929231613891,44,"ExN/InN: 2.109"
"MIR4435-2HG","ExN",1.21352481927042,"Endothelial",0.57845501631787,2.09787241019199,45,"ExN/Endothelial: 2.098"
"GLRA3","ExN",0.832252543920404,"InN",0.396814196733825,2.09733560636356,46,"ExN/InN: 2.097"
"STX2","ExN",0.667614706030276,"Endothelial",0.318366298901385,2.09700181311299,47,"ExN/Endothelial: 2.097"
"THOC3","ExN",0.647696874252648,"InN",0.311228373632338,2.08109841237608,48,"ExN/InN: 2.081"
"NPTX1","ExN",0.507420461131301,"Endothelial",0.2441133318288,2.0786265843406,49,"ExN/Endothelial: 2.079"
"MIR4500HG","ExN",0.747551708847278,"InN",0.362687043405507,2.0611480956916,50,"ExN/InN: 2.061"
"SPICE1","ExN",0.490249020812767,"Astrocyte",0.238343884233905,2.05689784064964,51,"ExN/Astrocyte: 2.057"
"AC096576.3","ExN",0.493938122061845,"InN",0.241283217809222,2.04713003476434,52,"ExN/InN: 2.047"
"LINC00923","ExN",0.725250398483888,"Astrocyte",0.356086217446796,2.03672695810601,53,"ExN/Astrocyte: 2.037"
"LRGUK","ExN",0.52443575489611,"InN",0.258528997298795,2.02853745759897,54,"ExN/InN: 2.029"
"KCNMA1-AS1","ExN",0.463137078255126,"InN",0.228512450631869,2.02674767599965,55,"ExN/InN: 2.027"
"PALMD","ExN",0.723784283184067,"Endothelial",0.362142457655823,1.99861758234365,56,"ExN/Endothelial: 1.999"
"COX7A2L","ExN",0.882454094240554,"InN",0.448921391351371,1.96572075031697,57,"ExN/InN: 1.966"
"CAMKK2","ExN",0.736394727490995,"Endothelial",0.375499511663465,1.96110701776618,58,"ExN/Endothelial: 1.961"
"AC096576.2","ExN",0.705664524878067,"InN",0.360248021626317,1.95882970208244,59,"ExN/InN: 1.959"
"KIAA1211L","ExN",1.29822882891711,"InN",0.666068012706815,1.94909349218149,60,"ExN/InN: 1.949"
"NT5DC3","ExN",0.694906163271247,"InN",0.360049362262551,1.93003025725266,61,"ExN/InN: 1.93"
"PPFIA2-AS1","ExN",0.463491530696729,"InN",0.240519351279212,1.92704465662173,62,"ExN/InN: 1.927"
"EPHX4","ExN",0.513736215638461,"InN",0.269498425959231,1.9062679635694,63,"ExN/InN: 1.906"
"MEIS3","ExN",0.672294373989686,"InN",0.354460593292368,1.89666887296315,64,"ExN/InN: 1.897"
"ARNTL2","ExN",0.771425969398847,"InN",0.408133249893533,1.89013262114783,65,"ExN/InN: 1.89"
"CLSTN2","ExN",1.26291885876813,"InN",0.669062370826252,1.88759510897093,66,"ExN/InN: 1.888"
"AC090568.2","ExN",1.22206488091705,"OPC",0.649148187763097,1.88256688373138,67,"ExN/OPC: 1.883"
"LRRIQ1","ExN",0.51369384099014,"Astrocyte",0.273893782262488,1.8755220974598,68,"ExN/Astrocyte: 1.876"
"AC090579.1","ExN",0.717617876891689,"InN",0.391307533940009,1.83389741992983,69,"ExN/InN: 1.834"
"CPNE4","ExN",0.900657685790409,"InN",0.491393601428045,1.83286408934304,70,"ExN/InN: 1.833"
"LINC01776","ExN",0.505471854991901,"InN",0.276127693857612,1.83057283364179,71,"ExN/InN: 1.831"
"FAM153A","ExN",0.719914050937533,"InN",0.39443908364093,1.82515901895993,72,"ExN/InN: 1.825"
"ZMIZ1-AS1","ExN",0.49969359668859,"InN",0.27394034592252,1.82409639224855,73,"ExN/InN: 1.824"
"TNFSF13B","ExN",0.466651355869826,"InN",0.256089069018999,1.82222286041895,74,"ExN/InN: 1.822"
"TMEM178A","ExN",1.02442730436664,"InN",0.562703881041145,1.82054423095712,75,"ExN/InN: 1.821"
"LINC00159","ExN",0.597366205019619,"InN",0.328468348819181,1.81864160479116,76,"ExN/InN: 1.819"
"ANO3","ExN",1.15649276240345,"InN",0.641961438040178,1.80149880331452,77,"ExN/InN: 1.801"
"AC079760.1","ExN",0.821167262742957,"InN",0.457347402888983,1.7955000018712,78,"ExN/InN: 1.796"
"SLIT3","ExN",1.28011859712791,"InN",0.723617296466702,1.7690547246155,79,"ExN/InN: 1.769"
"PTK2B","ExN",1.03391673850321,"InN",0.588269712246173,1.75755561943762,80,"ExN/InN: 1.758"
"PPARG","ExN",0.704885195676259,"InN",0.401812394697436,1.75426444026705,81,"ExN/InN: 1.754"
"CEMIP2","ExN",0.99149450158736,"Endothelial",0.569874747841461,1.73984635280452,82,"ExN/Endothelial: 1.74"
"CDH22","ExN",0.591370904628435,"InN",0.342079670918694,1.72875196892069,83,"ExN/InN: 1.729"
"GRM1","ExN",1.3271392502545,"InN",0.772026805413481,1.71903260476003,84,"ExN/InN: 1.719"
"C2orf80","ExN",0.51805453230421,"InN",0.302209380129665,1.71422386718087,85,"ExN/InN: 1.714"
"SNTB2","ExN",0.600626253997603,"InN",0.350464060426989,1.71380270281018,86,"ExN/InN: 1.714"
"LAMB1","ExN",0.768959179029738,"InN",0.449752087199736,1.70974010107982,87,"ExN/InN: 1.71"
"COL26A1","ExN",0.57042197459054,"InN",0.334820525995776,1.70366489000061,88,"ExN/InN: 1.704"
"AC087280.2","ExN",0.696944181432358,"InN",0.410269869996968,1.69874570959234,89,"ExN/InN: 1.699"
"AC004784.1","ExN",0.603469389552886,"InN",0.355730276366819,1.69642403147773,90,"ExN/InN: 1.696"
"RMDN2","ExN",0.561987724322453,"InN",0.331698563247482,1.69427241052941,91,"ExN/InN: 1.694"
"CFAP44","ExN",0.727842716123802,"Astrocyte",0.430698972026785,1.68991050222088,92,"ExN/Astrocyte: 1.69"
"MICAL2","ExN",1.10581911298377,"InN",0.654672360888245,1.68911837286581,93,"ExN/InN: 1.689"
"CDH9","ExN",1.35608590836691,"InN",0.80298797210447,1.68879977717833,94,"ExN/InN: 1.689"
"AC139491.7","ExN",0.75051650443873,"InN",0.444861369110136,1.6870795185925,95,"ExN/InN: 1.687"
"CCNYL1","ExN",0.535629035454038,"InN",0.31770088310524,1.68595387654811,96,"ExN/InN: 1.686"
"VPS37B","ExN",0.725067036054604,"Microglia",0.430339952759739,1.68487037144658,97,"ExN/Microglia: 1.685"
"POLN","ExN",0.914315313201156,"InN",0.545418486743746,1.67635556077278,98,"ExN/InN: 1.676"
"USP28","ExN",0.671987391580899,"InN",0.404157296688876,1.6626877631216,99,"ExN/InN: 1.663"
"NRG4","ExN",0.575146381164114,"InN",0.346094701583396,1.66181793171869,100,"ExN/InN: 1.662"
"F11-AS1","Astrocyte",0.854301677283505,"Endothelial",0.228264209391216,3.74260020684775,1,"Astrocyte/Endothelial: 3.743"
"GLI2","Astrocyte",0.753532660769024,"Microglia",0.202197769347884,3.7267110473042,2,"Astrocyte/Microglia: 3.727"
"LINC00299","Astrocyte",0.985302815067273,"Microglia",0.265284585198282,3.7141351968522,3,"Astrocyte/Microglia: 3.714"
"LINC02060","Astrocyte",0.735698703509066,"Microglia",0.199019803166408,3.69661054731282,4,"Astrocyte/Microglia: 3.697"
"CD38","Astrocyte",0.835806612964937,"Endothelial",0.242282372361769,3.44972110359286,5,"Astrocyte/Endothelial: 3.45"
"PAPLN","Astrocyte",1.07496025863352,"Microglia",0.312481358268282,3.4400780404654,6,"Astrocyte/Microglia: 3.44"
"PAMR1","Astrocyte",1.19568671100752,"Endothelial",0.356011966344418,3.35855764424157,7,"Astrocyte/Endothelial: 3.359"
"LAMA1","Astrocyte",0.750764700670816,"Microglia",0.227090380970484,3.30601717898565,8,"Astrocyte/Microglia: 3.306"
"WDR49","Astrocyte",1.05706904754838,"Microglia",0.340279436055669,3.10647349073261,9,"Astrocyte/Microglia: 3.106"
"MRVI1","Astrocyte",1.20548801719708,"Endothelial",0.388751869041444,3.10091889762352,10,"Astrocyte/Endothelial: 3.101"
"LINC01748","Astrocyte",1.27476868342541,"Endothelial",0.411529157932293,3.09763879145386,11,"Astrocyte/Endothelial: 3.098"
"AC091826.2","Astrocyte",1.39442115167102,"Endothelial",0.45874653827334,3.03963307694797,12,"Astrocyte/Endothelial: 3.04"
"PLCH1","Astrocyte",0.941447898356919,"Endothelial",0.312700613044648,3.01070052018893,13,"Astrocyte/Endothelial: 3.011"
"PRDM16","Astrocyte",1.19699447806108,"Endothelial",0.398613132029791,3.00289775192761,14,"Astrocyte/Endothelial: 3.003"
"AL022068.1","Astrocyte",0.879541874047664,"Endothelial",0.296522427337829,2.96619005160645,15,"Astrocyte/Endothelial: 2.966"
"SLCO1C1","Astrocyte",1.07061077126165,"Endothelial",0.364488371370037,2.93729747052681,16,"Astrocyte/Endothelial: 2.937"
"FGFR3","Astrocyte",0.783284928042515,"Endothelial",0.268311575720636,2.91931097619905,17,"Astrocyte/Endothelial: 2.919"
"AC027117.2","Astrocyte",1.31401546361115,"Microglia",0.456844448967122,2.87628637402075,18,"Astrocyte/Microglia: 2.876"
"SHROOM3","Astrocyte",1.0297972193544,"Microglia",0.359510018290015,2.86444651599017,19,"Astrocyte/Microglia: 2.864"
"FRMPD2","Astrocyte",0.89305041488116,"Microglia",0.31323736215717,2.85103414462117,20,"Astrocyte/Microglia: 2.851"
"BOC","Astrocyte",0.958924166970149,"Endothelial",0.343864836759595,2.78866596540244,21,"Astrocyte/Endothelial: 2.789"
"STOX1","Astrocyte",1.06506063788876,"Endothelial",0.384123460970543,2.7727039509582,22,"Astrocyte/Endothelial: 2.773"
"EYA1","Astrocyte",1.13127820245401,"Endothelial",0.412748478408787,2.74084160604365,23,"Astrocyte/Endothelial: 2.741"
"GLI3","Astrocyte",1.40652453431358,"Endothelial",0.514449259414685,2.73403938012051,24,"Astrocyte/Endothelial: 2.734"
"AC099792.1","Astrocyte",1.01226642036643,"OPC",0.372343832823612,2.71863350787916,25,"Astrocyte/OPC: 2.719"
"ACOT11","Astrocyte",1.22516710137181,"OPC",0.455583546664256,2.68922596160986,26,"Astrocyte/OPC: 2.689"
"EFEMP1","Astrocyte",1.32818506180496,"Endothelial",0.502837423679904,2.64138069136727,27,"Astrocyte/Endothelial: 2.641"
